OSI,Points:0,Points:1,Points:2
0.000414006,0.0512213,-1.09959e-17,0.0017
0.000421401,0.0512213,0.00019034,0.00168931
0.000435879,0.0512213,0.000378286,0.00165738
0.000448267,0.0512213,0.000561475,0.0016046
0.000457168,0.0512213,0.000737603,0.00153165
0.000462941,0.0512213,0.000904455,0.00143943
0.000466148,0.0512213,0.00105993,0.00132911
0.000467173,0.0512213,0.00120208,0.00120208
0.000466148,0.0512213,0.00132911,0.00105993
0.000462941,0.0512213,0.00143943,0.000904455
0.000457168,0.0512213,0.00153165,0.000737603
0.000448266,0.0512213,0.0016046,0.000561475
0.000435879,0.0512213,0.00165738,0.000378286
0.0004214,0.0512213,0.00168931,0.00019034
0.000414006,0.0512213,0.0017,-3.77476e-19
0.000414006,0.0512213,-0.0017,3.77476e-19
0.000421401,0.0512213,-0.00168931,0.00019034
0.000435879,0.0512213,-0.00165738,0.000378286
0.000448267,0.0512213,-0.0016046,0.000561475
0.000457168,0.0512213,-0.00153165,0.000737603
0.000462941,0.0512213,-0.00143943,0.000904455
0.000466148,0.0512213,-0.00132911,0.00105993
0.000467174,0.0512213,-0.00120208,0.00120208
0.000466148,0.0512213,-0.00105993,0.00132911
0.000462941,0.0512213,-0.000904455,0.00143943
0.000457168,0.0512213,-0.000737603,0.00153165
0.000448267,0.0512213,-0.000561475,0.0016046
0.000435879,0.0512213,-0.000378286,0.00165738
0.000421401,0.0512213,-0.00019034,0.00168931
0.000414006,0.0512213,-1.17509e-17,-0.0017
0.0004214,0.0512213,-0.00019034,-0.00168931
0.000435879,0.0512213,-0.000378286,-0.00165738
0.000448266,0.0512213,-0.000561475,-0.0016046
0.000457167,0.0512213,-0.000737603,-0.00153165
0.000462941,0.0512213,-0.000904455,-0.00143943
0.000466148,0.0512213,-0.00105993,-0.00132911
0.000467174,0.0512213,-0.00120208,-0.00120208
0.000466148,0.0512213,-0.00132911,-0.00105993
0.000462941,0.0512213,-0.00143943,-0.000904455
0.000457168,0.0512213,-0.00153165,-0.000737603
0.000448266,0.0512213,-0.0016046,-0.000561475
0.000435879,0.0512213,-0.00165738,-0.000378286
0.0004214,0.0512213,-0.00168931,-0.00019034
0.0004214,0.0512213,0.00168931,-0.00019034
0.000435879,0.0512213,0.00165738,-0.000378286
0.000448266,0.0512213,0.0016046,-0.000561475
0.000457168,0.0512213,0.00153165,-0.000737603
0.000462941,0.0512213,0.00143943,-0.000904455
0.000466148,0.0512213,0.00132911,-0.00105993
