U:0,U:1,U:2,p,Points:0,Points:1,Points:2
0.53398,2.19585e-07,1.91661e-10,47.0731,0.00176364,0.0002,4e-05
0.53398,2.15883e-07,1.98392e-10,47.0448,0.00177439,0.0002,4e-05
0.533981,2.14604e-07,2.06603e-10,47.0165,0.00178514,0.0002,4e-05
0.533981,2.11176e-07,1.9584e-10,46.9881,0.0017959,0.0002,4e-05
0.533982,2.08142e-07,1.83105e-10,46.9598,0.00180665,0.0002,4e-05
0.533982,2.06464e-07,1.70042e-10,46.9315,0.0018174,0.0002,4e-05
0.533982,2.02904e-07,1.57187e-10,46.9032,0.00182816,0.0002,4e-05
0.533983,2.00754e-07,1.44841e-10,46.8748,0.00183891,0.0002,4e-05
0.533983,1.98369e-07,1.3643e-10,46.8465,0.00184967,0.0002,4e-05
0.533983,1.94863e-07,1.31158e-10,46.8182,0.00186042,0.0002,4e-05
0.533984,1.93585e-07,1.26121e-10,46.7899,0.00187117,0.0002,4e-05
0.533984,1.9041e-07,1.20964e-10,46.7616,0.00188193,0.0002,4e-05
0.533984,1.87737e-07,1.15898e-10,46.7332,0.00189268,0.0002,4e-05
0.533985,1.86047e-07,1.10803e-10,46.7049,0.00190344,0.0002,4e-05
0.533985,1.82683e-07,1.0503e-10,46.6766,0.00191419,0.0002,4e-05
0.533985,1.81033e-07,1.01116e-10,46.6482,0.00192494,0.0002,4e-05
0.533986,1.78429e-07,9.45111e-11,46.6199,0.0019357,0.0002,4e-05
0.533986,1.75561e-07,8.68729e-11,46.5916,0.00194645,0.0002,4e-05
0.533987,1.74262e-07,8.13597e-11,46.5633,0.00195721,0.0002,4e-05
0.533987,1.71043e-07,7.67438e-11,46.535,0.00196796,0.0002,4e-05
0.533987,1.69324e-07,7.26404e-11,46.5066,0.00197871,0.0002,4e-05
0.533988,1.67015e-07,7.20838e-11,46.4783,0.00198947,0.0002,4e-05
0.533988,1.64245e-07,7.31824e-11,46.45,0.00200022,0.0002,4e-05
0.533988,1.63065e-07,7.32771e-11,46.4217,0.00201097,0.0002,4e-05
0.533989,1.59993e-07,7.86995e-11,46.3933,0.00202173,0.0002,4e-05
0.533989,1.58467e-07,8.27569e-11,46.365,0.00203248,0.0002,4e-05
0.533989,1.56184e-07,8.65419e-11,46.3367,0.00204324,0.0002,4e-05
0.53399,1.5376e-07,9.05543e-11,46.3084,0.00205399,0.0002,4e-05
0.53399,1.52466e-07,9.30689e-11,46.28,0.00206474,0.0002,4e-05
0.53399,1.49542e-07,8.98895e-11,46.2517,0.0020755,0.0002,4e-05
0.533991,1.48464e-07,8.70511e-11,46.2234,0.00208625,0.0002,4e-05
0.533991,1.45985e-07,8.14521e-11,46.1951,0.00209701,0.0002,4e-05
0.533991,1.4415e-07,7.52998e-11,46.1668,0.00210776,0.0002,4e-05
0.533992,1.42527e-07,7.03384e-11,46.1384,0.00211851,0.0002,4e-05
0.533992,1.40011e-07,6.68106e-11,46.1101,0.00212927,0.0002,4e-05
0.533992,1.39163e-07,6.34851e-11,46.0818,0.00214002,0.0002,4e-05
0.533993,1.3646e-07,6.06771e-11,46.0535,0.00215077,0.0002,4e-05
0.533993,1.35433e-07,5.7467e-11,46.0251,0.00216153,0.0002,4e-05
0.533993,1.33275e-07,4.97099e-11,45.9968,0.00217228,0.0002,4e-05
0.533994,1.3168e-07,3.9778e-11,45.9685,0.00218304,0.0002,4e-05
0.533994,1.30186e-07,3.44279e-11,45.9401,0.00219379,0.0002,4e-05
0.533994,1.28091e-07,3.46545e-11,45.9118,0.00220454,0.0002,4e-05
0.533995,1.27234e-07,3.61761e-11,45.8835,0.0022153,0.0002,4e-05
0.533995,1.2477e-07,4.9258e-11,45.8551,0.00222605,0.0002,4e-05
0.533995,1.24346e-07,6.04848e-11,45.8268,0.00223681,0.0002,4e-05
0.533995,1.22027e-07,7.18031e-11,45.7985,0.00224756,0.0002,4e-05
0.533996,1.21275e-07,8.17382e-11,45.7702,0.00225831,0.0002,4e-05
0.533996,1.19551e-07,8.26418e-11,45.7418,0.00226907,0.0002,4e-05
0.533996,1.18515e-07,7.95919e-11,45.7135,0.00227982,0.0002,4e-05
0.533997,1.17269e-07,7.84e-11,45.6852,0.00229058,0.0002,4e-05
0.533997,1.15999e-07,7.82123e-11,45.6569,0.00230133,0.0002,4e-05
0.533997,1.15348e-07,7.52483e-11,45.6285,0.00231208,0.0002,4e-05
0.533997,1.13939e-07,6.95883e-11,45.6002,0.00232284,0.0002,4e-05
0.533998,1.13746e-07,5.6365e-11,45.5719,0.00233359,0.0002,4e-05
0.533998,1.12144e-07,3.12575e-11,45.5436,0.00234434,0.0002,4e-05
0.533998,1.12708e-07,6.15266e-12,45.5153,0.0023551,0.0002,4e-05
0.533999,1.11246e-07,-2.95485e-12,45.4869,0.00236585,0.0002,4e-05
0.533999,1.12363e-07,-1.16845e-11,45.4586,0.00237661,0.0002,4e-05
0.533999,1.10794e-07,-7.39178e-12,45.4303,0.00238736,0.0002,4e-05
0.533999,1.1274e-07,-3.16488e-12,45.4019,0.00239811,0.0002,4e-05
0.534,1.12137e-07,-4.35882e-12,45.3736,0.00240887,0.0002,4e-05
0.534,1.14688e-07,-5.38821e-12,45.3453,0.00241962,0.0002,4e-05
0.534,1.14397e-07,-3.62143e-12,45.317,0.00243038,0.0002,4e-05
0.534,1.18392e-07,-1.43185e-12,45.2887,0.00244113,0.0002,4e-05
0.534001,1.20489e-07,6.30649e-12,45.2604,0.00245188,0.0002,4e-05
0.534001,1.26659e-07,1.46884e-11,45.232,0.00246264,0.0002,4e-05
0.534001,1.30112e-07,2.36277e-11,45.2037,0.00247339,0.0002,4e-05
0.534001,1.39641e-07,3.26927e-11,45.1754,0.00248414,0.0002,4e-05
0.534001,1.50345e-07,4.21298e-11,45.1471,0.0024949,0.0002,4e-05
0.534001,1.67506e-07,5.15425e-11,45.1187,0.00250565,0.0002,4e-05
0.534001,1.84678e-07,5.3592e-11,45.0904,0.00251641,0.0002,4e-05
0.534002,2.11881e-07,5.40155e-11,45.0621,0.00252716,0.0002,4e-05
0.534002,2.60028e-07,3.44673e-11,45.0337,0.00253791,0.0002,4e-05
0.534002,3.15345e-07,1.54705e-11,45.0054,0.00254867,0.0002,4e-05
0.534002,3.72368e-07,-3.00358e-13,44.9771,0.00255942,0.0002,4e-05
0.534002,3.94747e-07,-1.3011e-11,44.9487,0.00257018,0.0002,4e-05
0.534002,3.26256e-07,-1.77389e-11,44.9204,0.00258093,0.0002,4e-05
0.534002,2.27468e-07,-2.32024e-11,44.8921,0.00259168,0.0002,4e-05
0.534002,7.71457e-08,-2.96336e-11,44.8638,0.00260244,0.0002,4e-05
0.534002,-2.64377e-08,-3.39316e-11,44.8354,0.00261319,0.0002,4e-05
0.534001,-1.06401e-07,-3.66347e-11,44.8071,0.00262395,0.0002,4e-05
0.534001,-1.44361e-07,-3.87663e-11,44.7788,0.0026347,0.0002,4e-05
0.534001,-1.58532e-07,-4.05622e-11,44.7505,0.00264545,0.0002,4e-05
0.534001,-1.61267e-07,-3.91769e-11,44.7221,0.00265621,0.0002,4e-05
0.534001,-1.51299e-07,-3.42096e-11,44.6938,0.00266696,0.0002,4e-05
0.534002,-1.46507e-07,-2.83132e-11,44.6655,0.00267771,0.0002,4e-05
0.534002,-1.17983e-07,-1.9024e-11,44.6371,0.00268847,0.0002,4e-05
0.534002,-1.1599e-07,-9.78888e-12,44.6088,0.00269922,0.0002,4e-05
0.534002,-8.61756e-08,-8.61825e-12,44.5805,0.00270998,0.0002,4e-05
0.534003,-7.59258e-08,-8.09288e-12,44.5522,0.00272073,0.0002,4e-05
0.534003,-5.86385e-08,-1.21452e-11,44.5239,0.00273148,0.0002,4e-05
0.534004,-3.14452e-08,-2.12621e-11,44.4955,0.00274224,0.0002,4e-05
0.534005,-3.54543e-08,-3.01456e-11,44.4672,0.00275299,0.0002,4e-05
0.534006,1.5368e-09,-3.41416e-11,44.4389,0.00276375,0.0002,4e-05
0.534007,7.79392e-09,-3.78895e-11,44.4106,0.0027745,0.0002,4e-05
0.534008,1.95429e-08,-3.71106e-11,44.3822,0.00278525,0.0002,4e-05
0.534009,6.38466e-08,-2.87455e-11,44.3539,0.00279601,0.0002,4e-05
0.534011,4.5247e-08,-2.01773e-11,44.3256,0.00280676,0.0002,4e-05
0.534012,8.66675e-08,-8.64955e-12,44.2973,0.00281751,0.0002,4e-05
0.534014,1.10438e-07,4.01498e-12,44.269,0.00282827,0.0002,4e-05
0.534016,8.6479e-08,1.59535e-11,44.2406,0.00283902,0.0002,4e-05
0.534019,1.77298e-07,1.69739e-11,44.2123,0.00284978,0.0002,4e-05
0.534022,1.61576e-07,1.80054e-11,44.184,0.00286053,0.0002,4e-05
0.534025,1.81661e-07,1.7029e-11,44.1557,0.00287128,0.0002,4e-05
0.534029,2.99748e-07,1.30011e-11,44.1273,0.00288204,0.0002,4e-05
0.534033,2.08542e-07,9.16926e-12,44.099,0.00289279,0.0002,4e-05
0.534039,3.34634e-07,3.32667e-12,44.0707,0.00290355,0.0002,4e-05
0.534045,3.95739e-07,-3.17167e-12,44.0423,0.0029143,0.0002,4e-05
0.534051,2.9559e-07,-9.82781e-12,44.014,0.00292505,0.0002,4e-05
0.53406,6.06673e-07,-1.91345e-11,43.9857,0.00293581,0.0002,4e-05
0.534069,4.77333e-07,-2.87655e-11,43.9574,0.00294656,0.0002,4e-05
0.53408,6.13905e-07,-3.51517e-11,43.929,0.00295732,0.0002,4e-05
0.534094,8.93015e-07,-3.84874e-11,43.9007,0.00296807,0.0002,4e-05
0.534108,5.38696e-07,-4.22332e-11,43.8724,0.00297882,0.0002,4e-05
0.534128,1.26968e-06,-4.29225e-11,43.8441,0.00298958,0.0002,4e-05
0.534148,9.93502e-07,-4.42803e-11,43.8157,0.00300033,0.0002,4e-05
0.534174,1.4117e-06,-4.81219e-11,43.7874,0.00301108,0.0002,4e-05
0.534205,1.82695e-06,-5.451e-11,43.759,0.00302184,0.0002,4e-05
0.534239,1.60855e-06,-6.46439e-11,43.7307,0.00303259,0.0002,4e-05
0.534284,3.00906e-06,-8.41436e-11,43.7023,0.00304335,0.0002,4e-05
0.534329,1.80071e-06,-1.06729e-10,43.674,0.0030541,0.0002,4e-05
0.534394,4.72159e-06,-1.0961e-10,43.6456,0.00306485,0.0002,4e-05
0.534459,3.59005e-06,-1.14199e-10,43.6172,0.00307561,0.0002,4e-05
0.534549,6.77618e-06,-9.83651e-11,43.5889,0.00308636,0.0002,4e-05
0.534642,5.01838e-06,-8.17327e-11,43.5605,0.00309712,0.0002,4e-05
0.534769,6.26076e-06,-9.42634e-11,43.532,0.00310787,0.0002,4e-05
0.534901,2.5968e-07,-1.11349e-10,43.5036,0.00311862,0.0002,4e-05
0.535079,2.03528e-06,-1.23148e-10,43.4752,0.00312938,0.0002,4e-05
0.535268,-3.92444e-06,-1.14801e-10,43.4468,0.00314013,0.0002,4e-05
0.535508,-2.76997e-06,-2.25192e-11,43.4183,0.00315088,0.0002,4e-05
0.535791,-6.13038e-07,3.48992e-11,43.3898,0.00316164,0.0002,4e-05
0.536124,-1.38621e-06,1.99905e-11,43.3612,0.00317239,0.0002,4e-05
0.536522,-6.58842e-07,-4.35e-11,43.3326,0.00318315,0.0002,4e-05
0.536999,1.40132e-06,-3.68253e-11,43.3039,0.0031939,0.0002,4e-05
0.537567,4.61208e-06,-1.64058e-11,43.2752,0.00320465,0.0002,4e-05
0.538236,2.39678e-06,9.03884e-12,43.2464,0.00321541,0.0002,4e-05
0.539047,6.48672e-06,1.01054e-11,43.2175,0.00322616,0.0002,4e-05
0.540005,5.88384e-06,4.52653e-11,43.1884,0.00323692,0.0002,4e-05
0.541148,6.73406e-06,5.16241e-11,43.1592,0.00324767,0.0002,4e-05
0.542512,8.64085e-06,3.98644e-11,43.1299,0.00325842,0.0002,4e-05
0.544133,9.52915e-06,4.61297e-11,43.1004,0.00326918,0.0002,4e-05
0.546076,9.04155e-06,5.56736e-11,43.0707,0.00327993,0.0002,4e-05
0.548389,1.17123e-05,6.14949e-11,43.0406,0.00329069,0.0002,4e-05
0.551147,1.13281e-05,1.40054e-10,43.0103,0.00330144,0.0002,4e-05
0.554379,1.44392e-05,1.18144e-10,42.9801,0.00331219,0.0002,4e-05
0.558362,1.90308e-05,2.24242e-10,42.9484,0.00332295,0.0002,4e-05
0.56307,2.40034e-05,2.71989e-10,42.9167,0.0033337,0.0002,4e-05
0.568694,2.83861e-05,3.21461e-10,42.8842,0.00334445,0.0002,4e-05
0.575403,3.25675e-05,3.53629e-10,42.851,0.00335521,0.0002,4e-05
0.583401,3.6107e-05,4.15499e-10,42.8167,0.00336596,0.0002,4e-05
0.592931,3.82795e-05,5.80662e-10,42.7812,0.00337672,0.0002,4e-05
0.604285,4.2497e-05,5.49568e-10,42.7442,0.00338747,0.0002,4e-05
0.617919,7.29189e-05,1.19845e-10,42.7054,0.00339822,0.0002,4e-05
0.634151,7.94097e-05,-7.33661e-12,42.6643,0.00340898,0.0002,4e-05
0.653453,8.26348e-05,3.47259e-11,42.6206,0.00341973,0.0002,4e-05
0.676372,8.03721e-05,-1.37547e-10,42.5735,0.00343049,0.0002,4e-05
0.703543,6.96693e-05,-4.53083e-10,42.5224,0.00344124,0.0002,4e-05
0.735779,8.41067e-05,-1.00527e-09,42.4662,0.00345199,0.0002,4e-05
0.774097,0.000187318,-2.01518e-09,42.4035,0.00346275,0.0002,4e-05
0.819247,0.000196911,-3.60999e-09,42.3329,0.0034735,0.0002,4e-05
0.872251,0.000177206,-5.92731e-09,42.2527,0.00348425,0.0002,4e-05
0.934188,0.000136653,-8.97814e-09,42.1605,0.00349501,0.0002,4e-05
1.00612,6.35639e-05,-1.3623e-08,42.0534,0.00350576,0.0002,4e-05
1.08979,9.31219e-06,-2.12071e-08,41.9273,0.00351652,0.0002,4e-05
