U:0,U:1,U:2,Points:0,Points:1,Points:2
0.165588,6.40578e-05,5.98984e-08,0.00387139,0.0002,4e-05
0.137287,6.57103e-05,4.79604e-08,0.00388215,0.0002,4e-05
0.116182,5.26499e-06,3.31031e-08,0.0038929,0.0002,4e-05
0.100516,4.6559e-05,2.04608e-08,0.00390366,0.0002,4e-05
0.0885867,5.01351e-05,1.09124e-08,0.00391441,0.0002,4e-05
0.0794384,3.92673e-05,4.68431e-09,0.00392516,0.0002,4e-05
0.0723554,3.49934e-05,1.2117e-09,0.00393592,0.0002,4e-05
0.0668196,3.24124e-05,-4.46896e-10,0.00394667,0.0002,4e-05
0.0624577,2.59944e-05,-1.09004e-09,0.00395743,0.0002,4e-05
0.0589988,2.11774e-05,-1.23975e-09,0.00396818,0.0002,4e-05
0.0562399,1.5792e-05,-1.17252e-09,0.00397893,0.0002,4e-05
0.0540265,6.32352e-06,-1.01681e-09,0.00398969,0.0002,4e-05
0.052248,4.22626e-06,-8.36522e-10,0.00400044,0.0002,4e-05
0.0508114,6.48938e-07,-6.36613e-10,0.00401119,0.0002,4e-05
0.0496514,2.27602e-06,-3.86965e-10,0.00402195,0.0002,4e-05
0.0486988,2.44051e-06,-2.49569e-10,0.0040327,0.0002,4e-05
0.0479419,5.24173e-07,-1.68776e-10,0.00404346,0.0002,4e-05
0.0473201,9.01611e-07,-9.69874e-11,0.00405421,0.0002,4e-05
0.0468123,1.12134e-06,-4.82197e-11,0.00406496,0.0002,4e-05
0.0463971,1.2318e-06,-2.74848e-11,0.00407572,0.0002,4e-05
0.0460572,1.26609e-06,-3.50807e-11,0.00408647,0.0002,4e-05
0.0457788,1.24953e-06,-5.28667e-11,0.00409723,0.0002,4e-05
0.0455506,1.19892e-06,-8.51166e-11,0.00410798,0.0002,4e-05
0.0453635,1.12716e-06,-1.06983e-10,0.00411873,0.0002,4e-05
0.04521,1.0432e-06,-1.1033e-10,0.00412949,0.0002,4e-05
0.0450841,9.53503e-07,-1.02078e-10,0.00414024,0.0002,4e-05
0.0449807,8.08657e-07,-8.39553e-11,0.004151,0.0002,4e-05
0.0448958,5.95435e-07,-6.24716e-11,0.00416175,0.0002,4e-05
0.0448261,4.32056e-07,-3.95008e-11,0.0041725,0.0002,4e-05
0.0447688,3.07441e-07,-1.32889e-11,0.00418326,0.0002,4e-05
0.0447217,2.13158e-07,9.25133e-12,0.00419401,0.0002,4e-05
0.0446829,1.42439e-07,3.28725e-11,0.00420476,0.0002,4e-05
0.0446508,9.00773e-08,4.17818e-11,0.00421552,0.0002,4e-05
0.0446244,5.18046e-08,4.38763e-11,0.00422627,0.0002,4e-05
0.0446027,1.40025e-07,2.62298e-11,0.00423703,0.0002,4e-05
0.0445848,6.10529e-08,5.94431e-12,0.00424778,0.0002,4e-05
0.04457,8.52161e-08,-1.89006e-11,0.00425853,0.0002,4e-05
0.0445577,4.05356e-08,-2.8521e-11,0.00426929,0.0002,4e-05
0.0445477,7.70088e-08,-3.88878e-11,0.00428004,0.0002,4e-05
0.0445394,-2.91076e-09,-4.25324e-11,0.0042908,0.0002,4e-05
0.0445327,5.70946e-08,-3.94607e-11,0.00430155,0.0002,4e-05
0.0445272,4.00966e-08,-4.00715e-11,0.0043123,0.0002,4e-05
0.0445226,2.00123e-09,-3.74152e-11,0.00432306,0.0002,4e-05
0.0445189,4.21615e-09,-3.66861e-11,0.00433381,0.0002,4e-05
0.0445159,1.5506e-08,-3.86648e-11,0.00434456,0.0002,4e-05
0.0445133,1.96874e-08,-4.07141e-11,0.00435532,0.0002,4e-05
0.0445113,1.89847e-08,-4.31312e-11,0.00436607,0.0002,4e-05
0.0445096,1.52283e-08,-5.21475e-11,0.00437683,0.0002,4e-05
0.0445082,9.84821e-09,-6.15776e-11,0.00438758,0.0002,4e-05
0.0445071,3.93322e-09,-4.14637e-11,0.00439833,0.0002,4e-05
0.0445061,-1.72293e-09,-8.80291e-13,0.00440909,0.0002,4e-05
0.0445054,-3.16085e-10,1.8166e-11,0.00441984,0.0002,4e-05
0.0445047,5.32297e-09,1.55581e-11,0.0044306,0.0002,4e-05
0.0445042,7.47664e-09,7.78828e-12,0.00444135,0.0002,4e-05
0.0445038,6.92715e-10,-5.85758e-13,0.0044521,0.0002,4e-05
0.0445034,-9.52827e-10,-5.08074e-12,0.00446286,0.0002,4e-05
0.0445032,3.72396e-09,-5.06182e-12,0.00447361,0.0002,4e-05
0.0445029,5.29505e-10,-3.45536e-12,0.00448437,0.0002,4e-05
0.0445027,-7.22929e-10,-1.46417e-12,0.00449512,0.0002,4e-05
0.0445026,2.46271e-09,1.84228e-12,0.00450587,0.0002,4e-05
0.0445025,-1.18173e-09,5.17392e-12,0.00451663,0.0002,4e-05
0.0445023,6.58644e-10,7.93341e-12,0.00452738,0.0002,4e-05
0.0445023,-4.14689e-10,9.73995e-12,0.00453813,0.0002,4e-05
0.0445022,-1.83339e-10,1.0199e-11,0.00454889,0.0002,4e-05
0.0445021,-2.60643e-10,1.0483e-11,0.00455964,0.0002,4e-05
0.0445021,-4.29381e-10,1.0619e-11,0.0045704,0.0002,4e-05
0.044502,-3.70433e-10,1.08031e-11,0.00458115,0.0002,4e-05
0.044502,-4.22355e-10,1.10057e-11,0.0045919,0.0002,4e-05
0.0445019,-5.3195e-10,1.07982e-11,0.00460266,0.0002,4e-05
0.0445019,-3.55794e-10,1.0199e-11,0.00461341,0.0002,4e-05
0.0445019,-6.43011e-10,8.78405e-12,0.00462417,0.0002,4e-05
0.0445019,-3.48726e-10,5.76359e-12,0.00463492,0.0002,4e-05
0.0445019,-6.4276e-10,2.6579e-12,0.00464567,0.0002,4e-05
0.0445018,-4.7722e-10,-2.30587e-13,0.00465643,0.0002,4e-05
0.0445018,-4.97369e-10,-3.20277e-12,0.00466718,0.0002,4e-05
0.0445018,-5.13918e-10,-5.24934e-12,0.00467793,0.0002,4e-05
0.0445018,-4.80658e-10,-6.52042e-12,0.00468869,0.0002,4e-05
0.0445018,-4.41637e-10,-7.84791e-12,0.00469944,0.0002,4e-05
0.0445018,-3.81169e-10,-8.2655e-12,0.0047102,0.0002,4e-05
0.0445018,-3.58188e-10,-8.6451e-12,0.00472095,0.0002,4e-05
0.0445017,-2.76936e-10,-8.9138e-12,0.0047317,0.0002,4e-05
0.0445017,2.3235e-10,-8.56312e-12,0.00474246,0.0002,4e-05
0.0445017,4.82e-11,-8.21751e-12,0.00475321,0.0002,4e-05
0.0445017,-1.37336e-10,-7.69791e-12,0.00476397,0.0002,4e-05
0.0445017,2.40376e-10,-6.63231e-12,0.00477472,0.0002,4e-05
0.0445017,-1.92985e-10,-5.48071e-12,0.00478547,0.0002,4e-05
0.0445017,2.61692e-11,-4.01135e-12,0.00479623,0.0002,4e-05
0.0445017,-2.25745e-10,-2.89737e-12,0.00480698,0.0002,4e-05
0.0445017,-1.23248e-10,-3.24492e-12,0.00481773,0.0002,4e-05
0.0445017,-2.38247e-10,-3.51644e-12,0.00482849,0.0002,4e-05
0.0445017,-2.38656e-10,-3.35454e-12,0.00483924,0.0002,4e-05
0.0445017,-2.26354e-10,-3.1832e-12,0.00485,0.0002,4e-05
0.0445017,-2.9323e-10,-1.97648e-12,0.00486075,0.0002,4e-05
0.0445017,-2.17267e-10,-8.98626e-13,0.0048715,0.0002,4e-05
0.0445017,-2.82967e-10,-1.81887e-12,0.00488226,0.0002,4e-05
0.0445017,-2.20725e-10,-3.05553e-12,0.00489301,0.0002,4e-05
0.0445017,-2.5706e-10,-5.0086e-12,0.00490377,0.0002,4e-05
0.0445017,-2.24567e-10,-7.24135e-12,0.00491452,0.0002,4e-05
0.0445017,-2.2095e-10,-8.59515e-12,0.00492527,0.0002,4e-05
0.0445017,-2.20048e-10,-9.3282e-12,0.00493603,0.0002,4e-05
0.0445017,-1.92877e-10,-9.84588e-12,0.00494678,0.0002,4e-05
0.0445017,-2.14265e-10,-9.89552e-12,0.00495754,0.0002,4e-05
0.0445017,-1.69302e-10,-1.00583e-11,0.00496829,0.0002,4e-05
0.0445017,-1.96978e-10,-1.05471e-11,0.00497904,0.0002,4e-05
0.0445017,-1.6271e-10,-1.11301e-11,0.0049898,0.0002,4e-05
0.0445017,-1.73345e-10,-1.1678e-11,0.00500055,0.0002,4e-05
0.0445017,-1.61568e-10,-1.22856e-11,0.0050113,0.0002,4e-05
0.0445017,-1.53842e-10,-1.27583e-11,0.00502206,0.0002,4e-05
0.0445017,-1.56352e-10,-1.31038e-11,0.00503281,0.0002,4e-05
0.0445017,-1.42679e-10,-1.37482e-11,0.00504357,0.0002,4e-05
0.0445017,-1.54767e-10,-1.56935e-11,0.00505432,0.0002,4e-05
0.0445017,-1.41365e-10,-1.80417e-11,0.00506507,0.0002,4e-05
0.0445017,-1.44051e-10,-2.76649e-11,0.00507583,0.0002,4e-05
0.0445017,-1.41473e-10,-3.92884e-11,0.00508658,0.0002,4e-05
0.0445017,-1.3649e-10,-4.18919e-11,0.00509734,0.0002,4e-05
0.0445017,-1.41765e-10,-2.70202e-11,0.00510809,0.0002,4e-05
0.0445017,-1.38245e-10,-1.20901e-11,0.00511884,0.0002,4e-05
0.0445017,-1.45481e-10,1.48362e-11,0.0051296,0.0002,4e-05
0.0445017,-1.48343e-10,4.35748e-11,0.00514035,0.0002,4e-05
0.0445017,-1.49767e-10,6.1852e-11,0.00515111,0.0002,4e-05
0.0445017,-1.53328e-10,6.37159e-11,0.00516186,0.0002,4e-05
0.0445017,-1.53281e-10,6.70588e-11,0.00517261,0.0002,4e-05
0.0445017,-1.5483e-10,6.00059e-11,0.00518337,0.0002,4e-05
0.0445017,-1.5411e-10,5.21544e-11,0.00519412,0.0002,4e-05
0.0445017,-1.50877e-10,4.39388e-11,0.00520487,0.0002,4e-05
0.0445017,-1.45928e-10,3.3647e-11,0.00521563,0.0002,4e-05
0.0445017,-1.39922e-10,2.29015e-11,0.00522638,0.0002,4e-05
0.0445017,-1.34797e-10,1.64349e-11,0.00523714,0.0002,4e-05
0.0445017,-1.28298e-10,1.13194e-11,0.00524789,0.0002,4e-05
0.0445017,-1.194e-10,5.75123e-12,0.00525864,0.0002,4e-05
0.0445017,-1.16369e-10,4.22136e-12,0.0052694,0.0002,4e-05
0.0445017,-1.12878e-10,2.61149e-12,0.00528015,0.0002,4e-05
0.0445017,-1.10329e-10,1.16621e-12,0.00529091,0.0002,4e-05
0.0445017,-1.09447e-10,2.56342e-14,0.00530166,0.0002,4e-05
0.0445017,-1.05731e-10,-1.21223e-12,0.00531241,0.0002,4e-05
0.0445017,-1.03251e-10,-1.84442e-12,0.00532317,0.0002,4e-05
0.0445017,-1.013e-10,-2.20964e-12,0.00533392,0.0002,4e-05
0.0445017,-9.92175e-11,-2.62101e-12,0.00534467,0.0002,4e-05
0.0445017,-9.94628e-11,-2.44102e-12,0.00535543,0.0002,4e-05
0.0445017,-9.78458e-11,-2.23602e-12,0.00536618,0.0002,4e-05
0.0445017,-9.47046e-11,-2.01058e-12,0.00537694,0.0002,4e-05
0.0445017,-9.34579e-11,-1.51665e-12,0.00538769,0.0002,4e-05
0.0445017,-9.27338e-11,-1.06485e-12,0.00539844,0.0002,4e-05
0.0445017,-9.32265e-11,-5.78495e-13,0.0054092,0.0002,4e-05
0.0445017,-9.60995e-11,2.78807e-14,0.00541995,0.0002,4e-05
0.0445017,-9.30721e-11,5.85134e-13,0.00543071,0.0002,4e-05
0.0445017,-9.24434e-11,7.09509e-13,0.00544146,0.0002,4e-05
0.0445017,-9.59085e-11,3.01609e-13,0.00545221,0.0002,4e-05
0.0445017,-9.288e-11,-1.44894e-13,0.00546297,0.0002,4e-05
0.0445017,-9.18658e-11,-8.56718e-13,0.00547372,0.0002,4e-05
0.0445017,-9.27757e-11,-1.81677e-12,0.00548448,0.0002,4e-05
0.0445017,-9.22992e-11,-2.81339e-12,0.00549523,0.0002,4e-05
0.0445017,-9.32426e-11,-3.3618e-12,0.00550598,0.0002,4e-05
0.0445017,-9.48866e-11,-3.58802e-12,0.00551674,0.0002,4e-05
0.0445017,-9.26618e-11,-3.83325e-12,0.00552749,0.0002,4e-05
0.0445016,-9.13002e-11,-3.80908e-12,0.00553824,0.0002,4e-05
0.0445016,-9.05579e-11,-3.58634e-12,0.005549,0.0002,4e-05
0.0445016,-8.95423e-11,-3.36815e-12,0.00555975,0.0002,4e-05
0.0445016,-8.85322e-11,-3.28566e-12,0.00557051,0.0002,4e-05
0.0445016,-8.74984e-11,-3.31406e-12,0.00558126,0.0002,4e-05
0.0445016,-8.31798e-11,-3.35324e-12,0.00559201,0.0002,4e-05
0.0445016,-7.88926e-11,-3.50327e-12,0.00560277,0.0002,4e-05
0.0445016,-7.46407e-11,-3.77967e-12,0.00561352,0.0002,4e-05
0.0445016,-7.01243e-11,-4.0642e-12,0.00562428,0.0002,4e-05
0.0445016,-6.56711e-11,-4.17197e-12,0.00563503,0.0002,4e-05
0.0445016,-6.13818e-11,-3.95448e-12,0.00564578,0.0002,4e-05
0.0445016,-5.43413e-11,-3.74321e-12,0.00565654,0.0002,4e-05
0.0445016,-4.68327e-11,-3.38787e-12,0.00566729,0.0002,4e-05
0.0445016,-4.08024e-11,-2.4122e-12,0.00567805,0.0002,4e-05
0.0445016,-3.44163e-11,-1.44227e-12,0.0056888,0.0002,4e-05
0.0445016,-2.77794e-11,-4.76297e-13,0.00569955,0.0002,4e-05
0.0445016,-2.35088e-11,-1.00664e-13,0.00571031,0.0002,4e-05
0.0445016,-1.80593e-11,2.63507e-13,0.00572106,0.0002,4e-05
0.0445016,-1.04716e-11,6.23569e-13,0.00573181,0.0002,4e-05
0.0445016,-5.04239e-12,4.4144e-13,0.00574257,0.0002,4e-05
0.0445016,-3.82183e-13,6.96597e-14,0.00575332,0.0002,4e-05
0.0445016,4.13388e-12,-3.03621e-13,0.00576408,0.0002,4e-05
0.0445016,7.37702e-12,-3.89987e-13,0.00577483,0.0002,4e-05
0.0445016,9.01237e-12,-1.13987e-13,0.00578558,0.0002,4e-05
0.0445016,1.31022e-11,1.74776e-13,0.00579634,0.0002,4e-05
0.0445016,1.76929e-11,4.84292e-13,0.00580709,0.0002,4e-05
0.0445016,2.07635e-11,9.24762e-13,0.00581785,0.0002,4e-05
0.0445016,2.29771e-11,1.3701e-12,0.0058286,0.0002,4e-05
0.0445016,2.39966e-11,1.82226e-12,0.00583935,0.0002,4e-05
0.0445016,2.2685e-11,1.86401e-12,0.00585011,0.0002,4e-05
0.0445016,2.05854e-11,1.74696e-12,0.00586086,0.0002,4e-05
0.0445016,2.58397e-11,1.63025e-12,0.00587161,0.0002,4e-05
0.0445016,2.87475e-11,1.50975e-12,0.00588237,0.0002,4e-05
0.0445016,2.64465e-11,1.38086e-12,0.00589312,0.0002,4e-05
0.0445016,2.73168e-11,1.25642e-12,0.00590388,0.0002,4e-05
0.0445016,3.06381e-11,1.13543e-12,0.00591463,0.0002,4e-05
0.0445016,3.02779e-11,8.55214e-13,0.00592538,0.0002,4e-05
0.0445016,2.91702e-11,5.40084e-13,0.00593614,0.0002,4e-05
0.0445016,2.90315e-11,2.30322e-13,0.00594689,0.0002,4e-05
0.0445016,2.75468e-11,-7.86541e-14,0.00595765,0.0002,4e-05
0.0445016,2.31264e-11,-3.85902e-13,0.0059684,0.0002,4e-05
0.0445016,2.15113e-11,-6.81871e-13,0.00597915,0.0002,4e-05
0.0445016,2.24637e-11,-9.67505e-13,0.00598991,0.0002,4e-05
0.0445016,2.0827e-11,-8.53721e-13,0.00600066,0.0002,4e-05
0.0445016,1.82384e-11,-5.93073e-13,0.00601141,0.0002,4e-05
0.0445016,1.48343e-11,-3.07769e-13,0.00602217,0.0002,4e-05
0.0445016,1.11862e-11,6.40508e-14,0.00603292,0.0002,4e-05
0.0445016,6.29223e-12,1.01706e-12,0.00604368,0.0002,4e-05
0.0445016,2.39917e-12,1.97904e-12,0.00605443,0.0002,4e-05
0.0445016,9.50804e-13,2.96307e-12,0.00606518,0.0002,4e-05
0.0445016,-1.10759e-12,4.01036e-12,0.00607594,0.0002,4e-05
0.0445016,-3.89652e-12,5.1334e-12,0.00608669,0.0002,4e-05
0.0445016,-6.55657e-12,6.2727e-12,0.00609745,0.0002,4e-05
0.0445016,-9.13112e-12,7.42272e-12,0.0061082,0.0002,4e-05
0.0445015,-1.24324e-11,7.38388e-12,0.00611895,0.0002,4e-05
0.0445015,-1.59769e-11,6.94714e-12,0.00612971,0.0002,4e-05
0.0445015,-1.73038e-11,6.51636e-12,0.00614046,0.0002,4e-05
0.0445015,-1.82919e-11,6.0865e-12,0.00615122,0.0002,4e-05
0.0445015,-2.1052e-11,4.28149e-12,0.00616197,0.0002,4e-05
0.0445015,-2.37589e-11,2.45684e-12,0.00617272,0.0002,4e-05
0.0445015,-2.56033e-11,6.15457e-13,0.00618348,0.0002,4e-05
0.0445015,-2.77488e-11,-1.07681e-12,0.00619423,0.0002,4e-05
0.0445015,-3.12911e-11,-2.07808e-12,0.00620498,0.0002,4e-05
0.0445015,-3.40075e-11,-3.08645e-12,0.00621574,0.0002,4e-05
0.0445015,-3.42422e-11,-4.11614e-12,0.00622649,0.0002,4e-05
0.0445015,-3.49027e-11,-4.82664e-12,0.00623725,0.0002,4e-05
0.0445015,-3.64544e-11,-4.86937e-12,0.006248,0.0002,4e-05
0.0445015,-3.81822e-11,-4.88663e-12,0.00625875,0.0002,4e-05
0.0445015,-4.02164e-11,-4.85958e-12,0.00626951,0.0002,4e-05
0.0445015,-4.18274e-11,-4.33653e-12,0.00628026,0.0002,4e-05
0.0445015,-4.28249e-11,-3.09432e-12,0.00629102,0.0002,4e-05
0.0445015,-4.28509e-11,-1.9271e-12,0.00630177,0.0002,4e-05
0.0445015,-4.16089e-11,-8.57849e-13,0.00631252,0.0002,4e-05
0.0445015,-3.91466e-11,5.72942e-13,0.00632328,0.0002,4e-05
0.0445015,-3.52573e-11,2.42653e-12,0.00633403,0.0002,4e-05
0.0445015,-3.30269e-11,4.15798e-12,0.00634478,0.0002,4e-05
0.0445015,-3.28349e-11,5.73925e-12,0.00635554,0.0002,4e-05
0.0445015,-3.26918e-11,6.63292e-12,0.00636629,0.0002,4e-05
0.0445015,-3.26114e-11,6.64461e-12,0.00637705,0.0002,4e-05
0.0445015,-3.04261e-11,6.65916e-12,0.0063878,0.0002,4e-05
0.0445015,-2.52892e-11,6.67775e-12,0.00639855,0.0002,4e-05
0.0445015,-2.06759e-11,6.21697e-12,0.00640931,0.0002,4e-05
0.0445015,-1.68612e-11,5.02532e-12,0.00642006,0.0002,4e-05
0.0445015,-1.32469e-11,3.86361e-12,0.00643082,0.0002,4e-05
0.0445015,-1.00415e-11,2.76304e-12,0.00644157,0.0002,4e-05
0.0445015,-5.87729e-12,1.81928e-12,0.00645232,0.0002,4e-05
0.0445015,9.62148e-13,1.31305e-12,0.00646308,0.0002,4e-05
0.0445015,6.66449e-12,8.30478e-13,0.00647383,0.0002,4e-05
0.0445015,7.52263e-12,4.4858e-13,0.00648459,0.0002,4e-05
0.0445015,9.44219e-12,1.49548e-13,0.00649534,0.0002,4e-05
0.0445015,1.92991e-11,4.70189e-13,0.00650609,0.0002,4e-05
0.0445015,2.91555e-11,7.90816e-13,0.00651685,0.0002,4e-05
0.0445015,2.61963e-11,1.17175e-12,0.0065276,0.0002,4e-05
0.0445015,2.32262e-11,1.55274e-12,0.00653835,0.0002,4e-05
0.0445015,4.21318e-11,1.87413e-12,0.00654911,0.0002,4e-05
0.0445015,6.39605e-11,2.18753e-12,0.00655986,0.0002,4e-05
0.0445015,5.86897e-11,2.52047e-12,0.00657062,0.0002,4e-05
0.0445014,4.45023e-11,2.85984e-12,0.00658137,0.0002,4e-05
0.0445014,6.34304e-11,2.83572e-12,0.00659212,0.0002,4e-05
0.0445014,1.02267e-10,2.59307e-12,0.00660288,0.0002,4e-05
0.0445014,1.08453e-10,2.35856e-12,0.00661363,0.0002,4e-05
0.0445014,7.57166e-11,2.13372e-12,0.00662439,0.0002,4e-05
0.0445014,7.16296e-11,1.85119e-12,0.00663514,0.0002,4e-05
0.0445014,1.37806e-10,1.42713e-12,0.00664589,0.0002,4e-05
0.0445014,1.90422e-10,1.00303e-12,0.00665665,0.0002,4e-05
0.0445014,1.25245e-10,5.78326e-13,0.0066674,0.0002,4e-05
0.0445014,6.00683e-11,1.53625e-13,0.00667816,0.0002,4e-05
0.0445014,1.61104e-10,1.25274e-13,0.00668891,0.0002,4e-05
0.0445014,2.76856e-10,1.32027e-13,0.00669966,0.0002,4e-05
0.0445014,2.28457e-10,1.49319e-13,0.00671042,0.0002,4e-05
0.0445014,1.09705e-10,1.71127e-13,0.00672117,0.0002,4e-05
0.0445015,1.21215e-10,2.7741e-13,0.00673192,0.0002,4e-05
0.0445015,2.71991e-10,4.74001e-13,0.00674268,0.0002,4e-05
0.0445015,3.49578e-10,6.72308e-13,0.00675343,0.0002,4e-05
0.0445015,1.94387e-10,8.76043e-13,0.00676419,0.0002,4e-05
0.0445015,3.91955e-11,1.07978e-12,0.00677494,0.0002,4e-05
0.0445015,4.49598e-11,1.18998e-12,0.00678569,0.0002,4e-05
0.0445015,5.11923e-11,1.2999e-12,0.00679645,0.0002,4e-05
0.0445015,4.49681e-11,1.41192e-12,0.0068072,0.0002,4e-05
0.0445015,3.4079e-11,1.52471e-12,0.00681796,0.0002,4e-05
0.0445015,-4.17912e-11,1.59659e-12,0.00682871,0.0002,4e-05
0.0445015,-1.9394e-10,1.62043e-12,0.00683946,0.0002,4e-05
0.0445015,-3.33462e-10,1.645e-12,0.00685022,0.0002,4e-05
0.0445015,-1.86974e-10,1.68578e-12,0.00686097,0.0002,4e-05
0.0445016,-4.04861e-11,1.72657e-12,0.00687172,0.0002,4e-05
0.0445016,-6.79771e-11,1.62887e-12,0.00688248,0.0002,4e-05
0.0445016,-1.99033e-10,1.44873e-12,0.00689323,0.0002,4e-05
0.0445016,-3.10259e-10,1.26679e-12,0.00690399,0.0002,4e-05
0.0445016,-1.83536e-10,1.06321e-12,0.00691474,0.0002,4e-05
0.0445016,-5.68182e-11,8.59638e-13,0.00692549,0.0002,4e-05
0.0445016,-3.31986e-11,8.5999e-13,0.00693625,0.0002,4e-05
0.0445016,-1.01215e-10,1.04159e-12,0.006947,0.0002,4e-05
0.0445016,-1.69231e-10,1.22319e-12,0.00695776,0.0002,4e-05
0.0445016,-1.27124e-10,1.33258e-12,0.00696851,0.0002,4e-05
0.0445016,-6.19996e-11,1.42688e-12,0.00697926,0.0002,4e-05
0.0445016,-1.02125e-11,1.54972e-12,0.00699002,0.0002,4e-05
0.0445015,-4.97325e-11,1.86784e-12,0.00700077,0.0002,4e-05
0.0445015,-8.92526e-11,2.18597e-12,0.00701153,0.0002,4e-05
0.0445015,-1.05125e-10,2.4816e-12,0.00702228,0.0002,4e-05
0.0445015,-6.70706e-11,2.72596e-12,0.00703303,0.0002,4e-05
0.0445015,-2.90165e-11,2.97033e-12,0.00704379,0.0002,4e-05
0.0445015,-1.86724e-11,3.04917e-12,0.00705454,0.0002,4e-05
0.0445015,-3.77241e-11,2.95243e-12,0.00706529,0.0002,4e-05
0.0445015,-5.67765e-11,2.85568e-12,0.00707605,0.0002,4e-05
0.0445015,-5.76688e-11,2.73299e-12,0.0070868,0.0002,4e-05
0.0445015,-4.10086e-11,2.58523e-12,0.00709756,0.0002,4e-05
0.0445015,-2.43492e-11,2.43749e-12,0.00710831,0.0002,4e-05
0.0445015,-2.30086e-11,2.27583e-12,0.00711906,0.0002,4e-05
0.0445015,-3.49746e-11,2.1021e-12,0.00712982,0.0002,4e-05
0.0445015,-4.69406e-11,1.92836e-12,0.00714057,0.0002,4e-05
0.0445015,-4.85029e-11,1.76125e-12,0.00715133,0.0002,4e-05
0.0445015,-3.73495e-11,1.60224e-12,0.00716208,0.0002,4e-05
0.0445015,-2.61957e-11,1.44322e-12,0.00717283,0.0002,4e-05
0.0445015,-2.18702e-11,1.27816e-12,0.00718359,0.0002,4e-05
0.0445015,-2.92513e-11,1.10276e-12,0.00719434,0.0002,4e-05
0.0445015,-3.66321e-11,9.27365e-13,0.00720509,0.0002,4e-05
0.0445015,-4.13714e-11,7.5772e-13,0.00721585,0.0002,4e-05
0.0445015,-2.94819e-11,6.24326e-13,0.0072266,0.0002,4e-05
0.0445015,-1.75924e-11,4.90931e-13,0.00723736,0.0002,4e-05
0.0445015,-5.7034e-12,3.57542e-13,0.00724811,0.0002,4e-05
0.0445015,-6.39514e-12,2.80487e-13,0.00725886,0.0002,4e-05
0.0445015,-8.33482e-12,2.09022e-13,0.00726962,0.0002,4e-05
0.0445014,-1.02745e-11,1.37556e-13,0.00728037,0.0002,4e-05
0.0445014,-7.73341e-12,8.06306e-14,0.00729113,0.0002,4e-05
0.0445014,-1.91188e-12,3.43463e-14,0.00730188,0.0002,4e-05
0.0445014,3.90966e-12,-1.1938e-14,0.00731263,0.0002,4e-05
0.0445014,6.87603e-12,-7.99105e-15,0.00732339,0.0002,4e-05
0.0445014,1.2382e-12,1.4733e-13,0.00733414,0.0002,4e-05
0.0445014,-4.39939e-12,3.02645e-13,0.0073449,0.0002,4e-05
0.0445014,-1.00372e-11,4.57967e-13,0.00735565,0.0002,4e-05
0.0445014,-6.76488e-12,6.27414e-13,0.0073664,0.0002,4e-05
0.0445014,-1.12606e-12,8.00614e-13,0.00737716,0.0002,4e-05
0.0445014,4.51251e-12,9.73806e-13,0.00738791,0.0002,4e-05
0.0445014,6.5695e-12,1.10907e-12,0.00739866,0.0002,4e-05
0.0445014,1.53905e-12,1.16928e-12,0.00740942,0.0002,4e-05
0.0445014,-3.49139e-12,1.22948e-12,0.00742017,0.0002,4e-05
0.0445014,-8.52162e-12,1.28968e-12,0.00743093,0.0002,4e-05
0.0445014,-7.03409e-12,1.38129e-12,0.00744168,0.0002,4e-05
0.0445014,-3.72654e-12,1.48167e-12,0.00745243,0.0002,4e-05
0.0445014,-4.18991e-13,1.58204e-12,0.00746319,0.0002,4e-05
0.0445014,1.21671e-12,1.68001e-12,0.00747394,0.0002,4e-05
0.0445014,-2.66276e-12,1.77001e-12,0.0074847,0.0002,4e-05
0.0445014,-6.5424e-12,1.86003e-12,0.00749545,0.0002,4e-05
0.0445014,-1.0422e-11,1.95004e-12,0.0075062,0.0002,4e-05
0.0445014,-1.00753e-11,2.05745e-12,0.00751696,0.0002,4e-05
0.0445013,-6.60049e-12,2.17773e-12,0.00752771,0.0002,4e-05
0.0445013,-3.12555e-12,2.29802e-12,0.00753846,0.0002,4e-05
0.0445013,3.49398e-13,2.41831e-12,0.00754922,0.0002,4e-05
0.0445013,-3.0139e-12,2.63496e-12,0.00755997,0.0002,4e-05
0.0445013,-6.95682e-12,2.85978e-12,0.00757073,0.0002,4e-05
0.0445013,-1.08999e-11,3.08461e-12,0.00758148,0.0002,4e-05
0.0445013,-1.36386e-11,3.30973e-12,0.00759223,0.0002,4e-05
0.0445013,-1.08028e-11,3.53619e-12,0.00760299,0.0002,4e-05
0.0445013,-7.96718e-12,3.76264e-12,0.00761374,0.0002,4e-05
0.0445013,-5.13141e-12,3.9891e-12,0.0076245,0.0002,4e-05
0.0445013,-5.05773e-12,4.00449e-12,0.00763525,0.0002,4e-05
0.0445013,-8.51513e-12,3.75005e-12,0.007646,0.0002,4e-05
0.0445013,-1.19725e-11,3.49562e-12,0.00765676,0.0002,4e-05
0.0445013,-1.54298e-11,3.24119e-12,0.00766751,0.0002,4e-05
0.0445013,-1.47808e-11,3.02826e-12,0.00767827,0.0002,4e-05
0.0445013,-1.15731e-11,2.84119e-12,0.00768902,0.0002,4e-05
0.0445013,-8.36542e-12,2.65412e-12,0.00769977,0.0002,4e-05
0.0445012,-5.15787e-12,2.46706e-12,0.00771053,0.0002,4e-05
