U:0,U:1,U:2,p,Points:0,Points:1,Points:2
0.0111237,7.68522e-09,6.3891e-13,0.897467,0.00134423,0.0002,4e-05
0.0111236,7.39197e-09,7.93898e-13,0.896877,0.00135499,0.0002,4e-05
0.0111235,7.1104e-09,9.55739e-13,0.896287,0.00136574,0.0002,4e-05
0.0111235,6.94394e-09,1.21165e-12,0.895698,0.0013765,0.0002,4e-05
0.0111235,7.00039e-09,1.76273e-12,0.895107,0.00138725,0.0002,4e-05
0.0111236,7.05684e-09,2.31381e-12,0.894517,0.001398,0.0002,4e-05
0.0111237,7.16162e-09,3.03534e-12,0.893927,0.00140876,0.0002,4e-05
0.0111236,6.94101e-09,3.57598e-12,0.893337,0.00141951,0.0002,4e-05
0.0111236,6.71598e-09,4.11414e-12,0.892747,0.00143027,0.0002,4e-05
0.0111235,6.55682e-09,4.74132e-12,0.892157,0.00144102,0.0002,4e-05
0.0111236,6.54625e-09,5.06896e-12,0.891567,0.00145177,0.0002,4e-05
0.0111236,6.55626e-09,5.35046e-12,0.890977,0.00146253,0.0002,4e-05
0.0111237,6.6111e-09,4.97767e-12,0.890387,0.00147328,0.0002,4e-05
0.0111237,6.48318e-09,3.67562e-12,0.889797,0.00148403,0.0002,4e-05
0.0111236,6.30445e-09,2.17187e-12,0.889207,0.00149479,0.0002,4e-05
0.0111236,6.17417e-09,-3.3079e-13,0.888617,0.00150554,0.0002,4e-05
0.0111236,6.1294e-09,-1.95033e-12,0.888027,0.0015163,0.0002,4e-05
0.0111237,6.10832e-09,-3.17205e-12,0.887437,0.00152705,0.0002,4e-05
0.0111237,6.13248e-09,-4.83803e-12,0.886847,0.0015378,0.0002,4e-05
0.0111237,6.03337e-09,-4.61746e-12,0.886257,0.00154856,0.0002,4e-05
0.0111237,5.88645e-09,-3.69192e-12,0.885667,0.00155931,0.0002,4e-05
0.0111237,5.78603e-09,-2.64512e-12,0.885077,0.00157007,0.0002,4e-05
0.0111237,5.73266e-09,-1.96917e-12,0.884487,0.00158082,0.0002,4e-05
0.0111237,5.68982e-09,-1.41378e-12,0.883897,0.00159157,0.0002,4e-05
0.0111238,5.69946e-09,-5.97872e-13,0.883307,0.00160233,0.0002,4e-05
0.0111238,5.59935e-09,-1.80358e-13,0.882717,0.00161308,0.0002,4e-05
0.0111238,5.47533e-09,1.48039e-13,0.882127,0.00162383,0.0002,4e-05
0.0111237,5.40384e-09,7.34289e-13,0.881537,0.00163459,0.0002,4e-05
0.0111238,5.34679e-09,9.65296e-13,0.880946,0.00164534,0.0002,4e-05
0.0111238,5.29646e-09,1.19971e-12,0.880356,0.0016561,0.0002,4e-05
0.0111238,5.29398e-09,1.69663e-12,0.879766,0.00166685,0.0002,4e-05
0.0111238,5.18492e-09,1.59225e-12,0.879176,0.0016776,0.0002,4e-05
0.0111238,5.08957e-09,1.55187e-12,0.878586,0.00168836,0.0002,4e-05
0.0111238,5.03102e-09,1.61179e-12,0.877997,0.00169911,0.0002,4e-05
0.0111238,4.96595e-09,1.39206e-12,0.877407,0.00170987,0.0002,4e-05
0.0111238,4.92794e-09,1.31698e-12,0.876817,0.00172062,0.0002,4e-05
0.0111238,4.88293e-09,1.36286e-12,0.876227,0.00173137,0.0002,4e-05
0.0111239,4.78448e-09,1.34202e-12,0.875637,0.00174213,0.0002,4e-05
0.0111239,4.72109e-09,1.56904e-12,0.875047,0.00175288,0.0002,4e-05
0.0111239,4.65887e-09,1.65903e-12,0.874456,0.00176364,0.0002,4e-05
0.0111239,4.58887e-09,1.61565e-12,0.873866,0.00177439,0.0002,4e-05
0.0111239,4.57296e-09,1.83272e-12,0.873276,0.00178514,0.0002,4e-05
0.0111239,4.48993e-09,1.44973e-12,0.872686,0.0017959,0.0002,4e-05
0.0111239,4.41238e-09,1.06393e-12,0.872096,0.00180665,0.0002,4e-05
0.0111239,4.36534e-09,8.1063e-13,0.871506,0.0018174,0.0002,4e-05
0.0111239,4.29439e-09,4.14622e-13,0.870916,0.00182816,0.0002,4e-05
0.0111239,4.25471e-09,1.02613e-13,0.870326,0.00183891,0.0002,4e-05
0.0111239,4.20344e-09,-1.15003e-13,0.869736,0.00184967,0.0002,4e-05
0.0111239,4.12164e-09,-3.0395e-13,0.869146,0.00186042,0.0002,4e-05
0.0111239,4.08431e-09,-4.30454e-13,0.868555,0.00187117,0.0002,4e-05
0.011124,4.01911e-09,-5.75354e-13,0.867965,0.00188193,0.0002,4e-05
0.011124,3.96666e-09,-7.20046e-13,0.867375,0.00189268,0.0002,4e-05
0.011124,3.93389e-09,-8.50616e-13,0.866785,0.00190344,0.0002,4e-05
0.011124,3.8596e-09,-9.61397e-13,0.866195,0.00191419,0.0002,4e-05
0.011124,3.81955e-09,-1.08877e-12,0.865606,0.00192494,0.0002,4e-05
0.011124,3.76526e-09,-1.15645e-12,0.865016,0.0019357,0.0002,4e-05
0.011124,3.70852e-09,-1.20353e-12,0.864426,0.00194645,0.0002,4e-05
0.011124,3.68516e-09,-1.26638e-12,0.863836,0.00195721,0.0002,4e-05
0.011124,3.61669e-09,-1.20163e-12,0.863246,0.00196796,0.0002,4e-05
0.011124,3.57833e-09,-1.16334e-12,0.862655,0.00197871,0.0002,4e-05
0.011124,3.5304e-09,-1.02562e-12,0.862065,0.00198947,0.0002,4e-05
0.011124,3.47511e-09,-8.20177e-13,0.861475,0.00200022,0.0002,4e-05
0.011124,3.45364e-09,-6.0759e-13,0.860885,0.00201097,0.0002,4e-05
0.011124,3.38906e-09,-2.95083e-13,0.860295,0.00202173,0.0002,4e-05
0.0111241,3.35584e-09,1.35662e-14,0.859705,0.00203248,0.0002,4e-05
0.0111241,3.30843e-09,2.42643e-13,0.859115,0.00204324,0.0002,4e-05
0.0111241,3.25938e-09,4.29852e-13,0.858525,0.00205399,0.0002,4e-05
0.0111241,3.23412e-09,5.71995e-13,0.857935,0.00206474,0.0002,4e-05
0.0111241,3.17267e-09,5.85702e-13,0.857345,0.0020755,0.0002,4e-05
0.0111241,3.14895e-09,5.959e-13,0.856755,0.00208625,0.0002,4e-05
0.0111241,3.09744e-09,5.60039e-13,0.856165,0.00209701,0.0002,4e-05
0.0111241,3.06013e-09,5.14823e-13,0.855575,0.00210776,0.0002,4e-05
0.0111241,3.02716e-09,4.69506e-13,0.854985,0.00211851,0.0002,4e-05
0.0111241,2.97472e-09,4.23697e-13,0.854395,0.00212927,0.0002,4e-05
0.0111241,2.95672e-09,3.75244e-13,0.853805,0.00214002,0.0002,4e-05
0.0111241,2.90149e-09,2.8446e-13,0.853215,0.00215077,0.0002,4e-05
0.0111241,2.882e-09,1.96472e-13,0.852624,0.00216153,0.0002,4e-05
0.0111241,2.83882e-09,-2.37963e-14,0.852034,0.00217228,0.0002,4e-05
0.0111241,2.80719e-09,-2.81293e-13,0.851444,0.00218304,0.0002,4e-05
0.0111241,2.77818e-09,-4.44653e-13,0.850854,0.00219379,0.0002,4e-05
0.0111242,2.73762e-09,-5.05261e-13,0.850264,0.00220454,0.0002,4e-05
0.0111242,2.72393e-09,-5.07984e-13,0.849674,0.0022153,0.0002,4e-05
0.0111242,2.67656e-09,-3.01972e-13,0.849084,0.00222605,0.0002,4e-05
0.0111242,2.67223e-09,-8.66287e-14,0.848494,0.00223681,0.0002,4e-05
0.0111242,2.62848e-09,1.31855e-13,0.847904,0.00224756,0.0002,4e-05
0.0111242,2.61946e-09,3.62877e-13,0.847314,0.00225831,0.0002,4e-05
0.0111242,2.59007e-09,2.7899e-13,0.846724,0.00226907,0.0002,4e-05
0.0111242,2.57583e-09,8.84399e-14,0.846134,0.00227982,0.0002,4e-05
0.0111242,2.55737e-09,-1.50217e-13,0.845544,0.00229058,0.0002,4e-05
0.0111242,2.54016e-09,-4.18151e-13,0.844954,0.00230133,0.0002,4e-05
0.0111242,2.53875e-09,-3.23742e-13,0.844364,0.00231208,0.0002,4e-05
0.0111242,2.52144e-09,2.91742e-13,0.843773,0.00232284,0.0002,4e-05
0.0111242,2.53201e-09,9.02342e-13,0.843183,0.00233359,0.0002,4e-05
0.0111242,2.5106e-09,1.68936e-12,0.842593,0.00234434,0.0002,4e-05
0.0111242,2.54496e-09,2.2743e-12,0.842003,0.0023551,0.0002,4e-05
0.0111242,2.53259e-09,2.29682e-12,0.841413,0.00236585,0.0002,4e-05
0.0111243,2.58583e-09,2.41064e-12,0.840823,0.00237661,0.0002,4e-05
0.0111243,2.57441e-09,1.83398e-12,0.840233,0.00238736,0.0002,4e-05
0.0111243,2.66307e-09,1.40998e-12,0.839643,0.00239811,0.0002,4e-05
0.0111243,2.69277e-09,9.82445e-13,0.839053,0.00240887,0.0002,4e-05
0.0111243,2.81253e-09,5.8954e-13,0.838463,0.00241962,0.0002,4e-05
0.0111243,2.86373e-09,7.22284e-13,0.837873,0.00243038,0.0002,4e-05
0.0111243,3.05183e-09,9.36823e-13,0.837283,0.00244113,0.0002,4e-05
0.0111243,3.20594e-09,1.23442e-12,0.836693,0.00245188,0.0002,4e-05
0.0111243,3.48955e-09,1.57369e-12,0.836103,0.00246264,0.0002,4e-05
0.0111243,3.71601e-09,1.71126e-12,0.835512,0.00247339,0.0002,4e-05
0.0111243,4.15054e-09,1.80472e-12,0.834922,0.00248414,0.0002,4e-05
0.0111243,4.63461e-09,1.81923e-12,0.834332,0.0024949,0.0002,4e-05
0.0111243,5.32595e-09,1.77882e-12,0.833742,0.00250565,0.0002,4e-05
0.0111243,5.94881e-09,1.62079e-12,0.833152,0.00251641,0.0002,4e-05
0.0111243,6.86685e-09,1.38503e-12,0.832562,0.00252716,0.0002,4e-05
0.0111243,7.93476e-09,8.02466e-13,0.831972,0.00253791,0.0002,4e-05
0.0111243,8.95851e-09,2.13095e-13,0.831382,0.00254867,0.0002,4e-05
0.0111243,8.75335e-09,-1.54181e-13,0.830792,0.00255942,0.0002,4e-05
0.0111243,7.37462e-09,-4.57726e-13,0.830202,0.00257018,0.0002,4e-05
0.0111243,2.83906e-09,-5.24857e-13,0.829612,0.00258093,0.0002,4e-05
0.0111243,-1.50046e-09,-6.12172e-13,0.829022,0.00259168,0.0002,4e-05
0.0111243,-5.93893e-09,-7.23762e-13,0.828431,0.00260244,0.0002,4e-05
0.0111243,-7.67136e-09,-7.71675e-13,0.827841,0.00261319,0.0002,4e-05
0.0111243,-7.75048e-09,-7.72288e-13,0.827251,0.00262395,0.0002,4e-05
0.0111243,-6.92774e-09,-7.35364e-13,0.826661,0.0026347,0.0002,4e-05
0.0111243,-5.63399e-09,-6.71755e-13,0.826071,0.00264545,0.0002,4e-05
0.0111243,-4.55742e-09,-5.39319e-13,0.825481,0.00265621,0.0002,4e-05
0.0111243,-3.60013e-09,-3.28156e-13,0.824891,0.00266696,0.0002,4e-05
0.0111243,-2.92543e-09,-1.07676e-13,0.8243,0.00267771,0.0002,4e-05
0.0111243,-1.9886e-09,1.54455e-13,0.823711,0.00268847,0.0002,4e-05
0.0111243,-1.60116e-09,4.17281e-13,0.823121,0.00269922,0.0002,4e-05
0.0111243,-9.5456e-10,4.28147e-13,0.822531,0.00270998,0.0002,4e-05
0.0111243,-6.20229e-10,4.16182e-13,0.821941,0.00272073,0.0002,4e-05
0.0111243,-2.18554e-10,2.92024e-13,0.821351,0.00273148,0.0002,4e-05
0.0111243,2.98473e-10,4.38857e-14,0.820761,0.00274224,0.0002,4e-05
0.0111243,3.74285e-10,-2.00743e-13,0.820171,0.00275299,0.0002,4e-05
0.0111244,9.51109e-10,-2.9414e-13,0.819581,0.00276375,0.0002,4e-05
0.0111244,1.14231e-09,-3.7967e-13,0.81899,0.0027745,0.0002,4e-05
0.0111244,1.42536e-09,-3.73767e-13,0.8184,0.00278525,0.0002,4e-05
0.0111244,2.15222e-09,-2.15192e-13,0.81781,0.00279601,0.0002,4e-05
0.0111244,2.04562e-09,-5.38989e-14,0.81722,0.00280676,0.0002,4e-05
0.0111245,2.762e-09,1.59038e-13,0.81663,0.00281751,0.0002,4e-05
0.0111245,3.24042e-09,3.91861e-13,0.81604,0.00282827,0.0002,4e-05
0.0111246,3.08199e-09,6.09824e-13,0.81545,0.00283902,0.0002,4e-05
0.0111246,4.64794e-09,6.08208e-13,0.81486,0.00284978,0.0002,4e-05
0.0111246,4.66868e-09,6.10454e-13,0.81427,0.00286053,0.0002,4e-05
0.0111247,5.27414e-09,5.5495e-13,0.81368,0.00287128,0.0002,4e-05
0.0111247,7.38933e-09,4.09913e-13,0.81309,0.00288204,0.0002,4e-05
0.0111248,6.3085e-09,2.72877e-13,0.8125,0.00289279,0.0002,4e-05
0.0111249,8.84746e-09,4.3192e-14,0.81191,0.00290355,0.0002,4e-05
0.011125,1.03891e-08,-2.17037e-13,0.81132,0.0029143,0.0002,4e-05
0.0111251,9.38353e-09,-4.82896e-13,0.81073,0.00292505,0.0002,4e-05
0.0111252,1.54086e-08,-8.50871e-13,0.81014,0.00293581,0.0002,4e-05
0.0111254,1.40089e-08,-1.22609e-12,0.80955,0.00294656,0.0002,4e-05
0.0111256,1.76481e-08,-1.55381e-12,0.808959,0.00295732,0.0002,4e-05
0.0111258,2.40572e-08,-1.83964e-12,0.808369,0.00296807,0.0002,4e-05
0.011126,1.9297e-08,-2.14142e-12,0.807779,0.00297882,0.0002,4e-05
0.0111264,3.48744e-08,-2.46455e-12,0.807189,0.00298958,0.0002,4e-05
0.0111267,3.19029e-08,-2.8328e-12,0.806599,0.00300033,0.0002,4e-05
0.0111271,4.30979e-08,-3.29228e-12,0.806009,0.00301108,0.0002,4e-05
0.0111277,5.47067e-08,-3.86119e-12,0.805419,0.00302184,0.0002,4e-05
0.0111283,5.43037e-08,-4.59771e-12,0.804829,0.00303259,0.0002,4e-05
0.0111291,8.53007e-08,-5.69416e-12,0.804239,0.00304335,0.0002,4e-05
0.0111299,6.41523e-08,-7.06601e-12,0.803648,0.0030541,0.0002,4e-05
0.0111311,1.22736e-07,-7.73552e-12,0.803058,0.00306485,0.0002,4e-05
0.0111324,9.72281e-08,-8.59149e-12,0.802467,0.00307561,0.0002,4e-05
0.0111341,1.36708e-07,-8.84387e-12,0.801877,0.00308636,0.0002,4e-05
0.0111359,6.72842e-08,-9.17591e-12,0.801286,0.00309712,0.0002,4e-05
0.0111385,4.53789e-08,-1.31511e-11,0.800695,0.00310787,0.0002,4e-05
0.0111411,-1.34602e-07,-1.83446e-11,0.800103,0.00311862,0.0002,4e-05
0.0111448,-8.92245e-08,-2.30109e-11,0.799514,0.00312938,0.0002,4e-05
0.0111487,-2.07376e-07,-2.67248e-11,0.798925,0.00314013,0.0002,4e-05
0.0111538,-1.16504e-07,-1.79198e-11,0.798333,0.00315088,0.0002,4e-05
0.0111599,-9.78344e-09,-4.35062e-12,0.797741,0.00316164,0.0002,4e-05
0.0111672,1.34384e-08,5.00151e-12,0.797149,0.00317239,0.0002,4e-05
0.011176,4.86806e-08,1.47627e-12,0.796557,0.00318315,0.0002,4e-05
0.0111866,1.01722e-07,-3.44959e-12,0.795963,0.0031939,0.0002,4e-05
0.0111995,1.73609e-07,-3.81101e-12,0.795369,0.00320465,0.0002,4e-05
0.0112149,1.05934e-07,-3.49572e-12,0.794775,0.00321541,0.0002,4e-05
0.0112338,1.93209e-07,-3.48414e-12,0.794179,0.00322616,0.0002,4e-05
0.0112565,1.60853e-07,-2.71723e-12,0.793581,0.00323692,0.0002,4e-05
0.011284,1.66178e-07,-2.52808e-12,0.792983,0.00324767,0.0002,4e-05
0.0113174,2.01823e-07,-2.65184e-12,0.792383,0.00325842,0.0002,4e-05
0.0113576,2.1391e-07,-2.40505e-12,0.791781,0.00326918,0.0002,4e-05
0.0114067,1.9348e-07,-2.07859e-12,0.791176,0.00327993,0.0002,4e-05
0.011466,2.66319e-07,-1.79309e-12,0.790568,0.00329069,0.0002,4e-05
0.0115379,2.62427e-07,7.48614e-14,0.789957,0.00330144,0.0002,4e-05
0.0116234,3.40098e-07,-1.98805e-13,0.789352,0.00331219,0.0002,4e-05
0.0117304,4.68454e-07,6.79666e-13,0.788723,0.00332295,0.0002,4e-05
0.0118588,6.20053e-07,1.4569e-12,0.788096,0.0033337,0.0002,4e-05
0.0120144,7.50953e-07,1.75039e-12,0.787462,0.00334445,0.0002,4e-05
0.0122023,8.75417e-07,1.03258e-12,0.786818,0.00335521,0.0002,4e-05
0.0124292,9.8013e-07,9.33509e-13,0.786163,0.00336596,0.0002,4e-05
0.0127026,1.04298e-06,2.01717e-12,0.785494,0.00337672,0.0002,4e-05
0.0130319,1.16491e-06,5.53096e-13,0.784809,0.00338747,0.0002,4e-05
0.0134315,2.06534e-06,-7.85288e-12,0.784103,0.00339822,0.0002,4e-05
0.0139117,2.24635e-06,-9.35117e-12,0.783372,0.00340898,0.0002,4e-05
0.0144875,2.32213e-06,-1.05811e-11,0.782611,0.00341973,0.0002,4e-05
0.0151759,2.22777e-06,-1.44199e-11,0.781815,0.00343049,0.0002,4e-05
0.0159967,1.88295e-06,-1.74321e-11,0.780975,0.00344124,0.0002,4e-05
