U:0,U:1,U:2,p,Points:0,Points:1,Points:2
0.312766,6.72826e-05,-1.09845e-09,12.6644,0.00348425,0.0002,4e-05
0.338115,4.92601e-05,-1.74357e-09,12.6407,0.00349501,0.0002,4e-05
0.367552,1.47219e-05,-2.76375e-09,12.6139,0.00350576,0.0002,4e-05
0.401694,1.79886e-06,-4.36483e-09,12.583,0.00351652,0.0002,4e-05
0.440617,1.04577e-05,-6.35387e-09,12.5473,0.00352727,0.0002,4e-05
0.484379,-5.97576e-08,-9.13644e-09,12.506,0.00353802,0.0002,4e-05
0.532944,3.29916e-06,-1.31214e-08,12.458,0.00354878,0.0002,4e-05
0.586035,2.90224e-05,-1.6446e-08,12.4021,0.00355953,0.0002,4e-05
0.643025,4.81566e-05,-2.21785e-08,12.3377,0.00357029,0.0002,4e-05
0.70328,3.41834e-05,-2.78007e-08,12.2638,0.00358104,0.0002,4e-05
0.766127,2.43163e-05,-3.20671e-08,12.1796,0.00359179,0.0002,4e-05
0.8309,2.09801e-05,-3.79681e-08,12.0842,0.00360255,0.0002,4e-05
0.896984,1.87015e-05,-4.16985e-08,11.9765,0.0036133,0.0002,4e-05
0.963862,1.30002e-05,-4.66631e-08,11.8557,0.00362406,0.0002,4e-05
1.03114,3.02284e-06,-5.12676e-08,11.7208,0.00363481,0.0002,4e-05
1.09852,-7.85882e-06,-5.83448e-08,11.571,0.00364556,0.0002,4e-05
1.16581,-1.42297e-05,-6.76259e-08,11.4049,0.00365632,0.0002,4e-05
1.23281,-1.14669e-05,-8.25492e-08,11.2214,0.00366707,0.0002,4e-05
1.29945,-3.3942e-06,-1.06169e-07,11.0189,0.00367782,0.0002,4e-05
1.36608,3.48459e-07,-1.44323e-07,10.795,0.00368858,0.0002,4e-05
1.43164,-5.11135e-07,-2.02206e-07,10.5501,0.00369933,0.0002,4e-05
1.49653,-1.19801e-06,-2.93124e-07,10.2821,0.00371009,0.0002,4e-05
1.56076,-6.61749e-07,-4.31218e-07,9.98909,0.00372084,0.0002,4e-05
1.6243,5.09325e-07,-6.24057e-07,9.66926,0.00373159,0.0002,4e-05
1.68715,-4.44928e-07,-8.68586e-07,9.32099,0.00374235,0.0002,4e-05
1.74938,-9.45269e-06,-1.14117e-06,8.94206,0.0037531,0.0002,4e-05
1.81123,-1.9235e-05,-1.39067e-06,8.52977,0.00376386,0.0002,4e-05
1.87319,-1.94174e-05,-1.62391e-06,8.08097,0.00377461,0.0002,4e-05
1.93564,-4.65156e-06,-1.57616e-06,7.59314,0.00378536,0.0002,4e-05
1.99477,-5.27959e-06,-1.78502e-06,7.07096,0.00379612,0.0002,4e-05
2.02981,1.32529e-05,-1.66979e-06,6.5593,0.00380687,0.0002,4e-05
1.99144,-7.03585e-05,-1.53515e-06,6.17961,0.00381762,0.0002,4e-05
1.8309,-3.55075e-05,-1.59639e-06,6.04975,0.00382838,0.0002,4e-05
1.61783,1.10087e-05,-1.48304e-06,6.04874,0.00383913,0.0002,4e-05
1.41823,9.05433e-05,-1.18552e-06,6.05995,0.00384989,0.0002,4e-05
1.24042,0.00010815,-7.40155e-07,6.06537,0.00386064,0.0002,4e-05
1.08006,0.000191758,-2.83211e-07,6.06624,0.00387139,0.0002,4e-05
0.93655,0.000218475,1.0396e-07,6.06379,0.00388215,0.0002,4e-05
0.81033,2.19982e-05,3.83495e-07,6.05833,0.0038929,0.0002,4e-05
0.702374,0.000193329,5.23648e-07,6.0501,0.00390366,0.0002,4e-05
0.610882,0.000232119,5.48865e-07,6.03984,0.00391441,0.0002,4e-05
0.534414,0.000204438,4.90047e-07,6.02819,0.00392516,0.0002,4e-05
0.471038,0.000204843,3.90652e-07,6.01573,0.00393592,0.0002,4e-05
0.418754,0.000211796,2.80894e-07,6.00294,0.00394667,0.0002,4e-05
0.37572,0.000187106,1.79802e-07,5.9901,0.00395743,0.0002,4e-05
0.340355,0.000165483,9.78421e-08,5.97744,0.00396818,0.0002,4e-05
0.311303,0.000131936,3.7486e-08,5.96504,0.00397893,0.0002,4e-05
0.287417,5.52368e-05,-2.51607e-09,5.95297,0.00398969,0.0002,4e-05
0.267821,3.90827e-05,-2.56579e-08,5.94124,0.00400044,0.0002,4e-05
0.251714,5.29651e-06,-3.41909e-08,5.92981,0.00401119,0.0002,4e-05
0.238516,2.20986e-05,-2.39662e-08,5.91869,0.00402195,0.0002,4e-05
0.227545,2.44355e-05,-1.98538e-08,5.90768,0.0040327,0.0002,4e-05
0.218736,4.37203e-06,-1.57017e-08,5.89717,0.00404346,0.0002,4e-05
0.211434,8.68267e-06,-1.00873e-08,5.88673,0.00405421,0.0002,4e-05
0.205427,1.13594e-05,-4.95722e-09,5.87647,0.00406496,0.0002,4e-05
0.200486,1.28478e-05,-1.33926e-09,5.86635,0.00407572,0.0002,4e-05
0.196425,1.34432e-05,-1.46296e-09,5.85635,0.00408647,0.0002,4e-05
0.193086,1.33691e-05,-6.1611e-09,5.84645,0.00409723,0.0002,4e-05
0.190344,1.2888e-05,-1.05807e-08,5.83663,0.00410798,0.0002,4e-05
0.188093,1.21629e-05,-1.26627e-08,5.82688,0.00411873,0.0002,4e-05
0.186247,1.12894e-05,-1.36406e-08,5.81719,0.00412949,0.0002,4e-05
0.184733,1.0334e-05,-1.37528e-08,5.80754,0.00414024,0.0002,4e-05
0.183493,8.69263e-06,-1.28173e-08,5.79794,0.004151,0.0002,4e-05
0.182478,6.19517e-06,-1.07979e-08,5.78836,0.00416175,0.0002,4e-05
0.181648,4.27923e-06,-8.06842e-09,5.77881,0.0041725,0.0002,4e-05
0.18097,2.81892e-06,-5.1782e-09,5.76928,0.00418326,0.0002,4e-05
0.180416,1.71764e-06,-2.65261e-09,5.75976,0.00419401,0.0002,4e-05
0.179965,8.96837e-07,-7.92741e-10,5.75026,0.00420476,0.0002,4e-05
0.179596,2.96098e-07,2.91959e-10,5.74077,0.00421552,0.0002,4e-05
0.179296,-1.34156e-07,6.11468e-10,5.73129,0.00422627,0.0002,4e-05
0.179052,9.49503e-07,2.05355e-10,5.72176,0.00423703,0.0002,4e-05
0.178853,3.30772e-08,-3.18724e-10,5.71235,0.00424778,0.0002,4e-05
0.178692,3.45225e-07,-7.42145e-10,5.70288,0.00425853,0.0002,4e-05
0.17856,-1.46006e-07,-1.01611e-09,5.69342,0.00426929,0.0002,4e-05
0.178454,2.99124e-07,-1.07531e-09,5.68396,0.00428004,0.0002,4e-05
0.178366,-5.68257e-07,-1.02137e-09,5.67451,0.0042908,0.0002,4e-05
0.178297,1.27608e-07,-9.37235e-10,5.66506,0.00430155,0.0002,4e-05
0.17824,-3.03388e-08,-8.48414e-10,5.65561,0.0043123,0.0002,4e-05
0.178194,-4.14918e-07,-7.45752e-10,5.64616,0.00432306,0.0002,4e-05
0.178157,-3.62998e-07,-6.67522e-10,5.63671,0.00433381,0.0002,4e-05
0.178127,-2.17371e-07,-5.92547e-10,5.62727,0.00434456,0.0002,4e-05
0.178104,-1.49951e-07,-4.94317e-10,5.61783,0.00435532,0.0002,4e-05
0.178084,-1.3523e-07,-4.02187e-10,5.60838,0.00436607,0.0002,4e-05
0.178069,-1.52625e-07,-3.27747e-10,5.59894,0.00437683,0.0002,4e-05
0.178056,-1.86251e-07,-2.53141e-10,5.58949,0.00438758,0.0002,4e-05
0.178046,-2.24417e-07,-1.73636e-10,5.58005,0.00439833,0.0002,4e-05
0.178038,-2.59306e-07,-8.7848e-11,5.57061,0.00440909,0.0002,4e-05
0.178031,-2.27359e-07,7.1423e-12,5.56116,0.00441984,0.0002,4e-05
0.178026,-1.58547e-07,8.34421e-11,5.55172,0.0044306,0.0002,4e-05
0.178022,-1.2469e-07,1.40727e-10,5.54228,0.00444135,0.0002,4e-05
0.178018,-1.71326e-07,1.742e-10,5.53284,0.0044521,0.0002,4e-05
0.178015,-1.7153e-07,1.90907e-10,5.5234,0.00446286,0.0002,4e-05
0.178013,-1.19165e-07,1.92954e-10,5.51395,0.00447361,0.0002,4e-05
0.178011,-1.34979e-07,1.88643e-10,5.50451,0.00448437,0.0002,4e-05
0.17801,-1.34052e-07,1.76422e-10,5.49507,0.00449512,0.0002,4e-05
0.178009,-9.86926e-08,1.66967e-10,5.48563,0.00450587,0.0002,4e-05
0.178008,-1.18316e-07,1.60353e-10,5.47619,0.00451663,0.0002,4e-05
0.178007,-9.53882e-08,1.52519e-10,5.46675,0.00452738,0.0002,4e-05
0.178006,-9.58097e-08,1.43067e-10,5.45731,0.00453813,0.0002,4e-05
0.178006,-8.6604e-08,1.29526e-10,5.44786,0.00454889,0.0002,4e-05
0.178005,-8.05614e-08,1.16295e-10,5.43842,0.00455964,0.0002,4e-05
0.178005,-7.54121e-08,1.02518e-10,5.42898,0.0045704,0.0002,4e-05
0.178005,-6.92994e-08,9.03687e-11,5.41954,0.00458115,0.0002,4e-05
0.178005,-6.42772e-08,7.87596e-11,5.4101,0.0045919,0.0002,4e-05
0.178005,-6.01247e-08,6.80478e-11,5.40066,0.00460266,0.0002,4e-05
0.178004,-5.43492e-08,5.83013e-11,5.39122,0.00461341,0.0002,4e-05
0.178004,-5.20623e-08,4.76732e-11,5.38177,0.00462417,0.0002,4e-05
0.178004,-4.60659e-08,3.6748e-11,5.37233,0.00463492,0.0002,4e-05
0.178004,-4.4584e-08,2.5545e-11,5.36289,0.00464567,0.0002,4e-05
0.178004,-3.99355e-08,2.25381e-11,5.35345,0.00465643,0.0002,4e-05
0.178004,-3.71567e-08,2.00164e-11,5.34401,0.00466718,0.0002,4e-05
0.178004,-3.44656e-08,2.22183e-11,5.33456,0.00467793,0.0002,4e-05
0.178004,-3.1535e-08,2.85086e-11,5.32512,0.00468869,0.0002,4e-05
0.178004,-2.9048e-08,3.56178e-11,5.31568,0.00469944,0.0002,4e-05
0.178004,-2.688e-08,4.04757e-11,5.30624,0.0047102,0.0002,4e-05
0.178004,-2.47004e-08,4.54901e-11,5.2968,0.00472095,0.0002,4e-05
0.178003,-2.23619e-08,4.92102e-11,5.28736,0.0047317,0.0002,4e-05
0.178003,-1.93898e-08,4.55613e-11,5.27795,0.00474246,0.0002,4e-05
0.178003,-1.82769e-08,4.13669e-11,5.26854,0.00475321,0.0002,4e-05
0.178003,-1.71045e-08,3.60986e-11,5.25911,0.00476397,0.0002,4e-05
0.178003,-1.45079e-08,2.78128e-11,5.24963,0.00477472,0.0002,4e-05
0.178003,-1.47268e-08,1.86566e-11,5.24015,0.00478547,0.0002,4e-05
0.178003,-1.26273e-08,1.03717e-11,5.23071,0.00479623,0.0002,4e-05
0.178003,-1.28428e-08,4.24048e-14,5.22127,0.00480698,0.0002,4e-05
0.178003,-1.12504e-08,-1.37809e-11,5.21183,0.00481773,0.0002,4e-05
0.178003,-1.12182e-08,-2.78588e-11,5.20239,0.00482849,0.0002,4e-05
0.178003,-1.01452e-08,-3.71391e-11,5.19294,0.00483924,0.0002,4e-05
0.178003,-9.67786e-09,-4.7002e-11,5.1835,0.00485,0.0002,4e-05
0.178003,-9.03642e-09,-4.91729e-11,5.17406,0.00486075,0.0002,4e-05
0.178003,-8.23642e-09,-5.23196e-11,5.16462,0.0048715,0.0002,4e-05
0.178003,-7.79197e-09,-5.88039e-11,5.15517,0.00488226,0.0002,4e-05
0.178003,-6.94817e-09,-6.60413e-11,5.14573,0.00489301,0.0002,4e-05
0.178003,-6.49382e-09,-7.24879e-11,5.13629,0.00490377,0.0002,4e-05
0.178003,-5.76284e-09,-7.85288e-11,5.12685,0.00491452,0.0002,4e-05
0.178003,-5.19632e-09,-7.87959e-11,5.1174,0.00492527,0.0002,4e-05
0.178003,-4.64182e-09,-7.45831e-11,5.10796,0.00493603,0.0002,4e-05
0.178003,-3.99436e-09,-6.88578e-11,5.09852,0.00494678,0.0002,4e-05
0.178003,-3.61067e-09,-6.08209e-11,5.08908,0.00495754,0.0002,4e-05
0.178003,-2.91623e-09,-5.23802e-11,5.07964,0.00496829,0.0002,4e-05
0.178003,-2.65157e-09,-4.55652e-11,5.0702,0.00497904,0.0002,4e-05
0.178003,-2.06169e-09,-3.79441e-11,5.06076,0.0049898,0.0002,4e-05
0.178003,-1.77488e-09,-3.04872e-11,5.05131,0.00500055,0.0002,4e-05
0.178003,-1.38886e-09,-2.25703e-11,5.04187,0.0050113,0.0002,4e-05
0.178003,-1.07168e-09,-1.40075e-11,5.03243,0.00502206,0.0002,4e-05
0.178003,-8.51048e-10,-4.8916e-12,5.02299,0.00503281,0.0002,4e-05
0.178003,-5.53312e-10,3.47891e-12,5.01355,0.00504357,0.0002,4e-05
0.178003,-4.55823e-10,5.3515e-12,5.00411,0.00505432,0.0002,4e-05
0.178003,-2.36235e-10,7.53809e-12,4.99466,0.00506507,0.0002,4e-05
0.178003,-1.47965e-10,5.70119e-12,4.98522,0.00507583,0.0002,4e-05
0.178003,-4.94842e-11,2.80878e-12,4.97578,0.00508658,0.0002,4e-05
0.178003,4.87959e-11,9.07654e-13,4.96634,0.00509734,0.0002,4e-05
0.178003,7.45373e-11,8.2236e-13,4.95689,0.00510809,0.0002,4e-05
0.178003,1.49219e-10,1.29013e-12,4.94745,0.00511884,0.0002,4e-05
0.178003,1.68188e-10,4.08127e-12,4.93801,0.0051296,0.0002,4e-05
0.178003,2.09066e-10,7.37997e-12,4.92857,0.00514035,0.0002,4e-05
0.178003,2.48641e-10,9.00652e-12,4.91912,0.00515111,0.0002,4e-05
0.178003,2.64051e-10,7.80639e-12,4.90968,0.00516186,0.0002,4e-05
0.178003,2.97538e-10,6.46973e-12,4.90024,0.00517261,0.0002,4e-05
0.178003,3.0744e-10,3.30633e-12,4.8908,0.00518337,0.0002,4e-05
0.178003,3.27548e-10,-6.26518e-13,4.88136,0.00519412,0.0002,4e-05
0.178003,3.53307e-10,-1.79982e-12,4.87192,0.00520487,0.0002,4e-05
0.178003,3.69656e-10,4.26013e-12,4.86248,0.00521563,0.0002,4e-05
0.178003,3.99389e-10,1.01483e-11,4.85303,0.00522638,0.0002,4e-05
0.178003,4.19406e-10,1.4156e-11,4.84359,0.00523714,0.0002,4e-05
0.178003,4.43409e-10,1.76163e-11,4.83415,0.00524789,0.0002,4e-05
0.178003,4.79772e-10,2.10152e-11,4.82471,0.00525864,0.0002,4e-05
0.178003,5.06878e-10,1.77913e-11,4.81526,0.0052694,0.0002,4e-05
0.178003,5.38806e-10,1.4577e-11,4.80582,0.00528015,0.0002,4e-05
0.178003,5.63405e-10,1.12553e-11,4.79638,0.00529091,0.0002,4e-05
0.178003,5.73957e-10,7.76155e-12,4.78693,0.00530166,0.0002,4e-05
0.178003,5.96878e-10,4.36795e-12,4.77749,0.00531241,0.0002,4e-05
0.178003,6.06447e-10,2.36928e-12,4.76805,0.00532317,0.0002,4e-05
0.178003,6.10484e-10,1.03737e-12,4.75861,0.00533392,0.0002,4e-05
0.178003,6.16366e-10,-2.79314e-13,4.74917,0.00534467,0.0002,4e-05
0.178003,6.11873e-10,2.72773e-13,4.73972,0.00535543,0.0002,4e-05
0.178003,6.1344e-10,9.34448e-13,4.73028,0.00536618,0.0002,4e-05
0.178003,6.19886e-10,1.76334e-12,4.72084,0.00537694,0.0002,4e-05
0.178003,6.18344e-10,3.90511e-12,4.7114,0.00538769,0.0002,4e-05
0.178003,6.14265e-10,5.98084e-12,4.70196,0.00539844,0.0002,4e-05
0.178003,6.07383e-10,8.34675e-12,4.69251,0.0054092,0.0002,4e-05
0.178003,5.96242e-10,1.14558e-11,4.68307,0.00541995,0.0002,4e-05
0.178003,6.01896e-10,1.45329e-11,4.67363,0.00543071,0.0002,4e-05
0.178003,6.04749e-10,1.60618e-11,4.66419,0.00544146,0.0002,4e-05
0.178003,6.00987e-10,1.56604e-11,4.65475,0.00545221,0.0002,4e-05
0.178003,6.20796e-10,1.52279e-11,4.64531,0.00546297,0.0002,4e-05
0.178003,6.37473e-10,1.38814e-11,4.63586,0.00547372,0.0002,4e-05
0.178003,6.51132e-10,1.16845e-11,4.62642,0.00548448,0.0002,4e-05
0.178003,6.71284e-10,9.49393e-12,4.61698,0.00549523,0.0002,4e-05
0.178003,6.88757e-10,8.68397e-12,4.60753,0.00550598,0.0002,4e-05
0.178003,7.05525e-10,8.87095e-12,4.59809,0.00551674,0.0002,4e-05
0.178003,7.3693e-10,9.05264e-12,4.58865,0.00552749,0.0002,4e-05
0.178003,7.61107e-10,9.63587e-12,4.57921,0.00553824,0.0002,4e-05
0.178003,7.80212e-10,1.05142e-11,4.56977,0.005549,0.0002,4e-05
0.178003,8.03271e-10,1.13735e-11,4.56033,0.00555975,0.0002,4e-05
0.178003,8.17826e-10,1.12503e-11,4.55088,0.00557051,0.0002,4e-05
0.178003,8.25546e-10,1.03249e-11,4.54144,0.00558126,0.0002,4e-05
0.178003,8.46049e-10,9.39029e-12,4.532,0.00559201,0.0002,4e-05
0.178003,8.62468e-10,7.89455e-12,4.52256,0.00560277,0.0002,4e-05
0.178003,8.74233e-10,5.75912e-12,4.51312,0.00561352,0.0002,4e-05
0.178003,8.88828e-10,3.62714e-12,4.50367,0.00562428,0.0002,4e-05
0.178003,9.02254e-10,2.26238e-12,4.49423,0.00563503,0.0002,4e-05
0.178003,9.13025e-10,2.30246e-12,4.48479,0.00564578,0.0002,4e-05
0.178003,9.34993e-10,2.3654e-12,4.47535,0.00565654,0.0002,4e-05
0.178003,9.59268e-10,3.08243e-12,4.4659,0.00566729,0.0002,4e-05
0.178003,9.79234e-10,6.55116e-12,4.45646,0.00567805,0.0002,4e-05
0.178003,1.00121e-09,1.00542e-11,4.44702,0.0056888,0.0002,4e-05
0.178003,1.02461e-09,1.35817e-11,4.43758,0.00569955,0.0002,4e-05
0.178003,1.03732e-09,1.48948e-11,4.42814,0.00571031,0.0002,4e-05
0.178003,1.05416e-09,1.61742e-11,4.4187,0.00572106,0.0002,4e-05
0.178003,1.07855e-09,1.74547e-11,4.40926,0.00573181,0.0002,4e-05
0.178003,1.09067e-09,1.67017e-11,4.39982,0.00574257,0.0002,4e-05
0.178003,1.0984e-09,1.52314e-11,4.39037,0.00575332,0.0002,4e-05
0.178003,1.10517e-09,1.3696e-11,4.38093,0.00576408,0.0002,4e-05
0.178003,1.10809e-09,1.32877e-11,4.37149,0.00577483,0.0002,4e-05
0.178003,1.10618e-09,1.43031e-11,4.36205,0.00578558,0.0002,4e-05
0.178003,1.11132e-09,1.52642e-11,4.3526,0.00579634,0.0002,4e-05
0.178003,1.116e-09,1.62334e-11,4.34316,0.00580709,0.0002,4e-05
0.178003,1.10164e-09,1.73827e-11,4.33372,0.00581785,0.0002,4e-05
0.178003,1.08344e-09,1.85081e-11,4.32428,0.0058286,0.0002,4e-05
0.178003,1.05989e-09,1.96002e-11,4.31483,0.00583935,0.0002,4e-05
0.178003,1.01959e-09,1.92902e-11,4.30539,0.00585011,0.0002,4e-05
0.178003,9.73123e-10,1.84374e-11,4.29595,0.00586086,0.0002,4e-05
0.178003,9.47087e-10,1.7575e-11,4.28651,0.00587161,0.0002,4e-05
0.178003,9.1273e-10,1.66707e-11,4.27707,0.00588237,0.0002,4e-05
0.178003,8.5991e-10,1.56736e-11,4.26762,0.00589312,0.0002,4e-05
0.178003,8.19271e-10,1.46317e-11,4.25818,0.00590388,0.0002,4e-05
0.178003,7.88048e-10,1.35552e-11,4.24874,0.00591463,0.0002,4e-05
0.178003,7.59976e-10,1.14296e-11,4.2393,0.00592538,0.0002,4e-05
0.178003,7.32974e-10,9.05972e-12,4.22986,0.00593614,0.0002,4e-05
0.178003,7.1124e-10,6.52268e-12,4.22042,0.00594689,0.0002,4e-05
0.178003,6.92761e-10,3.87874e-12,4.21097,0.00595765,0.0002,4e-05
0.178003,6.81379e-10,1.0018e-12,4.20153,0.0059684,0.0002,4e-05
0.178003,6.80494e-10,-1.99278e-12,4.19209,0.00597915,0.0002,4e-05
0.178003,6.89217e-10,-5.09492e-12,4.18265,0.00598991,0.0002,4e-05
0.178003,6.89554e-10,-7.72769e-12,4.17321,0.00600066,0.0002,4e-05
0.178003,6.86808e-10,-1.01877e-11,4.16377,0.00601141,0.0002,4e-05
0.178003,6.83988e-10,-1.28775e-11,4.15432,0.00602217,0.0002,4e-05
0.178003,6.79654e-10,-1.4977e-11,4.14488,0.00603292,0.0002,4e-05
0.178003,6.6496e-10,-1.29014e-11,4.13544,0.00604368,0.0002,4e-05
0.178003,6.53963e-10,-1.08686e-11,4.126,0.00605443,0.0002,4e-05
0.178003,6.51997e-10,-8.94025e-12,4.11655,0.00606518,0.0002,4e-05
0.178003,6.36904e-10,-5.76861e-12,4.10711,0.00607594,0.0002,4e-05
0.178003,6.06091e-10,-1.10809e-12,4.09767,0.00608669,0.0002,4e-05
0.178003,5.76124e-10,3.77925e-12,4.08822,0.00609745,0.0002,4e-05
0.178003,5.46717e-10,8.8166e-12,4.07878,0.0061082,0.0002,4e-05
0.178003,5.11743e-10,7.89483e-12,4.06934,0.00611895,0.0002,4e-05
0.178003,4.74905e-10,4.97857e-12,4.0599,0.00612971,0.0002,4e-05
0.178003,4.42728e-10,2.93104e-12,4.05046,0.00614046,0.0002,4e-05
0.178003,4.11264e-10,1.01633e-12,4.04102,0.00615122,0.0002,4e-05
0.178003,3.6924e-10,-6.60549e-12,4.03157,0.00616197,0.0002,4e-05
0.178003,3.26765e-10,-1.41532e-11,4.02213,0.00617272,0.0002,4e-05
0.178003,2.80772e-10,-2.00174e-11,4.01269,0.00618348,0.0002,4e-05
0.178003,2.34446e-10,-2.51416e-11,4.00325,0.00619423,0.0002,4e-05
0.178003,1.86563e-10,-2.68364e-11,3.9938,0.00620498,0.0002,4e-05
0.178003,1.39126e-10,-2.77618e-11,3.98436,0.00621574,0.0002,4e-05
0.178003,9.30271e-11,-2.63749e-11,3.97492,0.00622649,0.0002,4e-05
0.178003,5.40478e-11,-2.43592e-11,3.96548,0.00623725,0.0002,4e-05
0.178003,2.99585e-11,-2.10276e-11,3.95603,0.006248,0.0002,4e-05
0.178003,4.3371e-12,-1.68554e-11,3.94659,0.00625875,0.0002,4e-05
0.178003,-2.39493e-11,-1.12209e-11,3.93715,0.00626951,0.0002,4e-05
0.178003,-4.79001e-11,-5.58736e-12,3.92771,0.00628026,0.0002,4e-05
0.178003,-6.55635e-11,4.44468e-14,3.91827,0.00629102,0.0002,4e-05
0.178003,-7.76679e-11,4.72039e-12,3.90883,0.00630177,0.0002,4e-05
0.178003,-8.25149e-11,8.14827e-12,3.89938,0.00631252,0.0002,4e-05
0.178002,-9.85928e-11,1.20895e-11,3.88994,0.00632328,0.0002,4e-05
0.178002,-1.27806e-10,1.66311e-11,3.8805,0.00633403,0.0002,4e-05
0.178002,-1.60414e-10,1.98255e-11,3.87106,0.00634478,0.0002,4e-05
0.178002,-1.97191e-10,2.13645e-11,3.86162,0.00635554,0.0002,4e-05
0.178002,-2.40946e-10,2.09788e-11,3.85218,0.00636629,0.0002,4e-05
0.178002,-2.93651e-10,1.81246e-11,3.84273,0.00637705,0.0002,4e-05
0.178002,-3.37618e-10,1.48177e-11,3.83329,0.0063878,0.0002,4e-05
0.178002,-3.69331e-10,1.08761e-11,3.82385,0.00639855,0.0002,4e-05
0.178002,-4.02641e-10,7.14539e-12,3.8144,0.00640931,0.0002,4e-05
0.178002,-4.38384e-10,3.73628e-12,3.80496,0.00642006,0.0002,4e-05
0.178002,-4.71892e-10,-4.90701e-14,3.79552,0.00643082,0.0002,4e-05
0.178002,-5.00843e-10,-4.60102e-12,3.78608,0.00644157,0.0002,4e-05
0.178002,-5.27032e-10,-7.94728e-12,3.77664,0.00645232,0.0002,4e-05
0.178002,-5.45515e-10,-7.92937e-12,3.7672,0.00646308,0.0002,4e-05
0.178002,-5.66966e-10,-7.96083e-12,3.75775,0.00647383,0.0002,4e-05
0.178002,-6.01065e-10,-8.20265e-12,3.74831,0.00648459,0.0002,4e-05
0.178002,-6.29547e-10,-8.28249e-12,3.73887,0.00649534,0.0002,4e-05
0.178002,-6.1603e-10,-7.15105e-12,3.72943,0.00650609,0.0002,4e-05
0.178002,-6.02514e-10,-6.01967e-12,3.71999,0.00651685,0.0002,4e-05
0.178002,-6.30081e-10,-4.68216e-12,3.71055,0.0065276,0.0002,4e-05
0.178002,-6.57682e-10,-3.34448e-12,3.70111,0.00653835,0.0002,4e-05
0.178002,-5.93466e-10,-3.40935e-12,3.69166,0.00654911,0.0002,4e-05
0.178002,-5.16981e-10,-3.66169e-12,3.68222,0.00655986,0.0002,4e-05
0.178002,-5.32901e-10,-4.02945e-12,3.67278,0.00657062,0.0002,4e-05
0.178002,-5.79226e-10,-4.4352e-12,3.66334,0.00658137,0.0002,4e-05
0.178002,-5.02953e-10,-4.56112e-12,3.6539,0.00659212,0.0002,4e-05
0.178002,-3.52976e-10,-4.51882e-12,3.64445,0.00660288,0.0002,4e-05
0.178002,-3.1663e-10,-4.4121e-12,3.63501,0.00661363,0.0002,4e-05
0.178002,-4.15734e-10,-4.22856e-12,3.62557,0.00662439,0.0002,4e-05
0.178002,-4.10347e-10,-3.9766e-12,3.61613,0.00663514,0.0002,4e-05
0.178002,-1.48692e-10,-3.55685e-12,3.60668,0.00664589,0.0002,4e-05
0.178002,6.64421e-11,-3.11102e-12,3.59724,0.00665665,0.0002,4e-05
0.178002,-1.22532e-10,-2.43842e-12,3.5878,0.0066674,0.0002,4e-05
0.178002,-3.11507e-10,-1.76582e-12,3.57836,0.00667816,0.0002,4e-05
0.178002,5.75972e-11,-1.95665e-12,3.56892,0.00668891,0.0002,4e-05
0.178002,4.76112e-10,-2.22393e-12,3.55948,0.00669966,0.0002,4e-05
0.178002,3.22803e-10,-2.61351e-12,3.55004,0.00671042,0.0002,4e-05
0.178002,-7.55811e-11,-3.05549e-12,3.54059,0.00672117,0.0002,4e-05
0.178002,-4.83386e-14,-2.55987e-12,3.53115,0.00673192,0.0002,4e-05
0.178002,5.82156e-10,-1.06186e-12,3.52171,0.00674268,0.0002,4e-05
0.178002,8.76758e-10,4.59852e-13,3.51227,0.00675343,0.0002,4e-05
0.178002,2.5663e-10,2.05678e-12,3.50283,0.00676419,0.0002,4e-05
0.178002,-3.63498e-10,3.6537e-12,3.49338,0.00677494,0.0002,4e-05
0.178002,-1.97223e-10,4.32899e-12,3.48394,0.00678569,0.0002,4e-05
0.178002,-2.86665e-11,5.00156e-12,3.4745,0.00679645,0.0002,4e-05
0.178003,-1.15976e-10,6.11026e-12,3.46505,0.0068072,0.0002,4e-05
0.178003,-2.99108e-10,7.38227e-12,3.45561,0.00681796,0.0002,4e-05
0.178003,-6.17298e-10,7.46459e-12,3.44617,0.00682871,0.0002,4e-05
0.178003,-1.09402e-09,6.15033e-12,3.43672,0.00683946,0.0002,4e-05
0.178003,-1.53187e-09,4.85897e-12,3.42728,0.00685022,0.0002,4e-05
0.178003,-1.08932e-09,4.08747e-12,3.41784,0.00686097,0.0002,4e-05
0.178003,-6.46763e-10,3.31596e-12,3.4084,0.00687172,0.0002,4e-05
0.178003,-8.19712e-10,2.31159e-12,3.39896,0.00688248,0.0002,4e-05
0.178003,-1.35906e-09,1.16852e-12,3.38951,0.00689323,0.0002,4e-05
0.178003,-1.81736e-09,3.71883e-14,3.38007,0.00690399,0.0002,4e-05
0.178003,-1.30316e-09,-9.53289e-13,3.37063,0.00691474,0.0002,4e-05
0.178003,-7.8898e-10,-1.94372e-12,3.36119,0.00692549,0.0002,4e-05
0.178003,-7.08925e-10,-1.1095e-12,3.35175,0.00693625,0.0002,4e-05
0.178003,-1.01473e-09,1.34645e-12,3.3423,0.006947,0.0002,4e-05
0.178003,-1.32053e-09,3.80241e-12,3.33286,0.00695776,0.0002,4e-05
0.178003,-1.09372e-09,6.5955e-12,3.32342,0.00696851,0.0002,4e-05
0.178003,-7.5558e-10,9.45895e-12,3.31398,0.00697926,0.0002,4e-05
