"mass_fraction_tracer-rfile"
"Time Step" "mass_fraction_tracer etc.."
("Time Step" "mass_fraction_tracer(probe1)" "mass_fraction_tracer(probe2)" "mass_fraction_tracer(probe3)" "mass_fraction_tracer(probe4)" "mass_fraction_tracer(probe5)" "mass_fraction_tracer(probe6)" "flow-time")
0 0 0 0 0 0 0 0
1 0 0 3.340459852847156e-26 3.336803374083082e-23 0.001701923436485231 4.257225643208291e-18 0.025
2 0 2.981286515606332e-30 4.630807257885662e-23 2.063697109857404e-22 0.003016623435541987 5.248208531126009e-17 0.05
3 0 5.085879470969171e-27 1.816032423749516e-21 9.6045261666014e-22 0.00375068373978138 3.989980991172496e-16 0.07500000000000001
4 0 4.194498664728824e-25 2.965957545180889e-20 1.023548927887855e-20 0.00394109170883894 1.769138954019341e-15 0.1
5 0 1.313696770782245e-23 2.83537739196659e-19 8.569819913187526e-20 0.003724772250279784 3.952857972314063e-15 0.125
6 0 2.370390957460208e-22 1.983931487843108e-18 5.773410482890426e-19 0.003266595769673586 4.128640178758906e-15 0.15
7 0 2.823691082823256e-21 1.146904034560188e-17 3.128843961001482e-18 0.002710614120587707 1.342631416473023e-14 0.175
8 2.000044491394972e-23 2.450071008084421e-20 5.765669892154277e-17 1.409351816592951e-17 0.002156262751668692 1.90033725517777e-13 0.2
9 2.954029130208122e-22 1.663923174493227e-19 2.573476146776105e-16 5.464244946067709e-17 0.001660806592553854 1.041596713394211e-12 0.225
10 2.720177183980488e-21 9.310888697528311e-19 1.02870605608906e-15 2.069007146193085e-16 0.001246046391315758 4.516098866397256e-12 0.25
11 1.791425860399659e-20 4.454739829873703e-18 3.718408569876493e-15 8.803503529598378e-16 0.0009151437552645802 1.615752497075018e-11 0.275
12 1.012117453381085e-19 1.872138855237179e-17 1.226219358663834e-14 3.640440457631155e-15 0.0006604986847378314 5.129687646876491e-11 0.3
13 7.28103090130534e-19 7.06354936047448e-17 3.71902317698302e-14 1.524068076060557e-14 0.0004699679266195744 1.510750274880124e-10 0.325
14 4.473782768345592e-18 2.434992083251539e-16 1.046661265687379e-13 7.969484989468756e-14 0.0003306594153400511 4.178897228257483e-10 0.35
15 2.087967316972882e-17 7.745697021331686e-16 2.758135516853222e-13 3.232949661018808e-13 0.0002304508670931682 1.093453882994311e-09 0.375
16 8.059953259254626e-17 2.289235288962729e-15 6.897188983140401e-13 1.016869748127203e-12 0.0001592867629369721 2.721643355130254e-09 0.4
17 2.742321576899409e-16 6.334420699560459e-15 1.679717237697276e-12 2.621097132740613e-12 0.0001093770915758796 6.468803270820445e-09 0.425
18 8.911094713349803e-16 1.654560108442071e-14 3.959649014922961e-12 5.877953505872835e-12 7.47805752325803e-05 1.471756139181934e-08 0.45
19 2.781619988124627e-15 4.109011037239235e-14 8.77905647483912e-12 1.184577175933343e-11 5.096144377603196e-05 3.211604848729621e-08 0.475
20 8.223923353021991e-15 9.754183409333567e-14 1.823931630728914e-11 2.22290068296882e-11 3.464019755483605e-05 6.736610203006421e-08 0.5
21 2.274279905839418e-14 2.22137927627028e-13 3.598940243043636e-11 3.968718409463889e-11 2.350097929593176e-05 1.360293993002415e-07 0.525
22 5.867494126199704e-14 4.86658239748361e-13 6.823891451901432e-11 6.818842018807558e-11 1.592328590049874e-05 2.648362738000287e-07 0.55
23 1.419926594923085e-13 1.028046246222269e-12 1.252217080027762e-10 1.135298591248279e-10 1.077783963410184e-05 4.979216328138136e-07 0.5750000000000001
24 3.247435415194844e-13 2.098862316585182e-12 2.23182805569877e-10 1.839595281660777e-10 7.289228960871696e-06 9.055329428520054e-07 0.6000000000000001
25 7.064626661446027e-13 4.150811638847784e-12 3.871697407120678e-10 2.908250307243065e-10 4.926704605168197e-06 1.595995740899525e-06 0.625
